交易发起日期	产品名称	产品代码	业务类型	申请数额	申请单位	确认数额	确认单位	链接
2018-10-19	南方天天利货币Ｂ	003474	红利再投资	-	-	9.44	份	https://query.1234567.com.cn/Query/Detail?id=201810190130300962363270&businType=143&traceNo=
2018-10-18	南方天天利货币Ｂ	003474	红利再投资	-	-	9.44	份	https://query.1234567.com.cn/Query/Detail?id=201810180130300960023510&businType=143&traceNo=
2018-10-18	鹏华添利宝货币	001666	红利再投资	-	-	11.81	份	https://query.1234567.com.cn/Query/Detail?id=201810180630301139839440&businType=143&traceNo=
2018-10-18	南方天天利货币Ｂ	003474	活期宝充值	15200.00	元	15200.00	份	https://query.1234567.com.cn/Query/Detail?id=a7de204e98a043d39ffb77dc1a90caa0&businType=801&traceNo=
2018-10-17	鹏华添利宝货币	001666	红利再投资	-	-	11.88	份	https://query.1234567.com.cn/Query/Detail?id=201810170630301136825060&businType=143&traceNo=
2018-10-17	南方天天利货币Ｂ	003474	红利再投资	-	-	9.43	份	https://query.1234567.com.cn/Query/Detail?id=201810170130300957776380&businType=143&traceNo=
2018-10-16	鹏华添利宝货币	001666	红利再投资	-	-	11.61	份	https://query.1234567.com.cn/Query/Detail?id=201810160630301133714820&businType=143&traceNo=
2018-10-16	南方天天利货币Ｂ	003474	红利再投资	-	-	10.68	份	https://query.1234567.com.cn/Query/Detail?id=201810160130300955030660&businType=143&traceNo=
2018-10-15	鹏华添利宝货币	001666	活期宝快速取现	6400.00	份	6400.00	元	https://query.1234567.com.cn/Query/Detail?id=82413d8e999d432f91ed832a56ce0a1a&businType=803&traceNo=
2018-10-15	广发中证环保ETF联接A	001064	活期宝转入	6400.00	元	13403.92	份	https://query.1234567.com.cn/Query/Detail?id=3bfc6655753244c49f6ba1a328d121ee&businType=22&traceNo=3bfc6655753244c49f6ba1a328d121ee
2018-10-15	广发医药卫生联接A	001180	活期宝转入	6400.00	元	9196.27	份	https://query.1234567.com.cn/Query/Detail?id=68b6d3fb229740928a48a9dbb5c5fefe&businType=22&traceNo=68b6d3fb229740928a48a9dbb5c5fefe
2018-10-15	鹏华添利宝货币	001666	红利再投资	-	-	36.41	份	https://query.1234567.com.cn/Query/Detail?id=201810150630301130358360&businType=143&traceNo=
2018-10-15	南方天天利货币Ｂ	003474	红利再投资	-	-	31.93	份	https://query.1234567.com.cn/Query/Detail?id=201810150130300952551110&businType=143&traceNo=
2018-10-12	南方天天利货币Ｂ	003474	红利再投资	-	-	11.23	份	https://query.1234567.com.cn/Query/Detail?id=201810120130300950284330&businType=143&traceNo=
2018-10-12	鹏华添利宝货币	001666	红利再投资	-	-	12.23	份	https://query.1234567.com.cn/Query/Detail?id=201810120630301127124480&businType=143&traceNo=
2018-10-11	广发医药卫生联接A	001180	活期宝转入	6400.00	元	9144.96	份	https://query.1234567.com.cn/Query/Detail?id=e53722804f2944f6945b92fef9f54c23&businType=22&traceNo=e53722804f2944f6945b92fef9f54c23
2018-10-11	鹏华添利宝货币	001666	活期宝快速取现	2000.00	份	2000.00	元	https://query.1234567.com.cn/Query/Detail?id=224219f06c004a05a944579c7ffdad8e&businType=803&traceNo=
2018-10-11	鹏华添利宝货币	001666	活期宝快速取现	6500.00	份	6500.00	元	https://query.1234567.com.cn/Query/Detail?id=c423191aea6c4089a1fb92a2611d286b&businType=803&traceNo=
2018-10-11	南方天天利货币Ｂ	003474	红利再投资	-	-	11.26	份	https://query.1234567.com.cn/Query/Detail?id=201810110130300947749080&businType=143&traceNo=
2018-10-11	鹏华添利宝货币	001666	红利再投资	-	-	12.84	份	https://query.1234567.com.cn/Query/Detail?id=201810110630301123654750&businType=143&traceNo=
2018-10-10	南方天天利货币Ｂ	003474	红利再投资	-	-	11.26	份	https://query.1234567.com.cn/Query/Detail?id=201810100130300945394980&businType=143&traceNo=
2018-10-10	鹏华添利宝货币	001666	红利再投资	-	-	12.71	份	https://query.1234567.com.cn/Query/Detail?id=201810100630301120376680&businType=143&traceNo=
2018-10-09	南方天天利货币Ｂ	003474	红利再投资	-	-	11.82	份	https://query.1234567.com.cn/Query/Detail?id=201810090130300943021720&businType=143&traceNo=
2018-10-09	鹏华添利宝货币	001666	红利再投资	-	-	12.71	份	https://query.1234567.com.cn/Query/Detail?id=201810090630301117026970&businType=143&traceNo=
2018-10-08	南方天天利货币Ｂ	003474	红利再投资	-	-	143.13	份	https://query.1234567.com.cn/Query/Detail?id=201810080130300939875540&businType=143&traceNo=
2018-10-08	鹏华添利宝货币	001666	红利再投资	-	-	127.34	份	https://query.1234567.com.cn/Query/Detail?id=201810080630301112439760&businType=143&traceNo=
2018-11-30	广发中债7-10年国开债指数A	003376	卖出回银行卡	4205.60	份	4323.30	元	https://query.1234567.com.cn/Query/Detail?id=095e8c73b5fb4188aec1ecc95e640632&businType=24&traceNo=
2018-11-30	华安德国30(DAX)联接	000614	活期宝转入	6400.00	元	5924.31	份	https://query.1234567.com.cn/Query/Detail?id=0aa31961294d4d2a82ca02ece9792416&businType=22&traceNo=0aa31961294d4d2a82ca02ece9792416
2018-11-30	兴全可转债混合	340001	活期宝转入	6400.00	元	6367.50	份	https://query.1234567.com.cn/Query/Detail?id=4db8da73a7e646219960da3c790f505b&businType=22&traceNo=4db8da73a7e646219960da3c790f505b
2018-11-30	华宝标普油气上游股票	162411	活期宝转入	6400.00	元	11270.56	份	https://query.1234567.com.cn/Query/Detail?id=efcb7ae3e8c846688d4404c6b4c8b0e5&businType=22&traceNo=efcb7ae3e8c846688d4404c6b4c8b0e5
2018-11-30	华夏恒生ETF联接A	000071	活期宝转入	6400.00	元	4407.90	份	https://query.1234567.com.cn/Query/Detail?id=7bd5d4880ee84373882b807f63f13fbf&businType=22&traceNo=7bd5d4880ee84373882b807f63f13fbf
2018-11-30	富国中证500指数(LOF)	161017	活期宝转入	6400.00	元	4209.76	份	https://query.1234567.com.cn/Query/Detail?id=d2c75eed60d5493a8eae64256c6ceb26&businType=22&traceNo=d2c75eed60d5493a8eae64256c6ceb26
2018-11-30	南方天天利货币Ｂ	003474	红利再投资	-	-	13.35	份	https://query.1234567.com.cn/Query/Detail?id=201811300130301031964640&businType=143&traceNo=
2018-11-30	鹏华添利宝货币	001666	红利再投资	-	-	4.58	份	https://query.1234567.com.cn/Query/Detail?id=201811300630301239342310&businType=143&traceNo=
2018-11-29	南方天天利货币Ｂ	003474	红利再投资	-	-	13.57	份	https://query.1234567.com.cn/Query/Detail?id=201811290130301029719490&businType=143&traceNo=
2018-11-29	鹏华添利宝货币	001666	红利再投资	-	-	5.07	份	https://query.1234567.com.cn/Query/Detail?id=201811290630301236034590&businType=143&traceNo=
2018-11-28	鹏华添利宝货币	001666	红利再投资	-	-	5.20	份	https://query.1234567.com.cn/Query/Detail?id=201811280630301232795130&businType=143&traceNo=
2018-11-28	南方天天利货币Ｂ	003474	红利再投资	-	-	13.36	份	https://query.1234567.com.cn/Query/Detail?id=201811280130301027518870&businType=143&traceNo=
2018-11-28	鹏华添利宝货币	001666	活期宝普通取现	6000.00	份	6000.00	元	https://query.1234567.com.cn/Query/Detail?id=f56cb7f67b314c02b32855279bd38153&businType=802&traceNo=
2018-11-27	南方天天利货币Ｂ	003474	红利再投资	-	-	13.17	份	https://query.1234567.com.cn/Query/Detail?id=201811270130301025301740&businType=143&traceNo=
2018-11-27	鹏华添利宝货币	001666	红利再投资	-	-	5.14	份	https://query.1234567.com.cn/Query/Detail?id=201811270630301229566910&businType=143&traceNo=
2018-11-26	鹏华添利宝货币	001666	红利再投资	-	-	15.35	份	https://query.1234567.com.cn/Query/Detail?id=201811260630301226051860&businType=143&traceNo=
2018-11-26	南方天天利货币Ｂ	003474	红利再投资	-	-	39.74	份	https://query.1234567.com.cn/Query/Detail?id=201811260130301022913790&businType=143&traceNo=
2018-11-23	南方天天利货币Ｂ	003474	红利再投资	-	-	13.40	份	https://query.1234567.com.cn/Query/Detail?id=201811230130301020609230&businType=143&traceNo=
2018-11-23	鹏华添利宝货币	001666	红利再投资	-	-	5.21	份	https://query.1234567.com.cn/Query/Detail?id=201811230630301222596430&businType=143&traceNo=
2018-11-22	南方天天利货币Ｂ	003474	红利再投资	-	-	13.20	份	https://query.1234567.com.cn/Query/Detail?id=201811220130301018332150&businType=143&traceNo=
2018-11-22	鹏华添利宝货币	001666	红利再投资	-	-	5.01	份	https://query.1234567.com.cn/Query/Detail?id=201811220630301219343720&businType=143&traceNo=
2018-11-21	鹏华添利宝货币	001666	红利再投资	-	-	5.01	份	https://query.1234567.com.cn/Query/Detail?id=201811210630301216063960&businType=143&traceNo=
2018-11-21	南方天天利货币Ｂ	003474	红利再投资	-	-	13.16	份	https://query.1234567.com.cn/Query/Detail?id=201811210130301016050760&businType=143&traceNo=
2018-11-20	鹏华添利宝货币	001666	红利再投资	-	-	5.16	份	https://query.1234567.com.cn/Query/Detail?id=201811200630301212705460&businType=143&traceNo=
2018-11-20	南方天天利货币Ｂ	003474	红利再投资	-	-	13.42	份	https://query.1234567.com.cn/Query/Detail?id=201811200130301013706750&businType=143&traceNo=
2018-11-19	鹏华添利宝货币	001666	红利再投资	-	-	15.16	份	https://query.1234567.com.cn/Query/Detail?id=201811190630301209180080&businType=143&traceNo=
2018-11-19	南方天天利货币Ｂ	003474	红利再投资	-	-	39.66	份	https://query.1234567.com.cn/Query/Detail?id=201811190130301011270310&businType=143&traceNo=
2018-11-16	富国中证500指数(LOF)	161017	红利再投资	-	-	441.92	份	https://query.1234567.com.cn/Query/Detail?id=201811169898181115303000423844&businType=143&traceNo=
2018-11-16	南方天天利货币Ｂ	003474	红利再投资	-	-	15.78	份	https://query.1234567.com.cn/Query/Detail?id=201811160130301008645710&businType=143&traceNo=
2018-11-16	鹏华添利宝货币	001666	红利再投资	-	-	5.10	份	https://query.1234567.com.cn/Query/Detail?id=201811160630301205833010&businType=143&traceNo=
2018-11-16	富国沪深300指数增强	100038	红利再投资	-	-	855.99	份	https://query.1234567.com.cn/Query/Detail?id=20181116103030055245546&businType=143&traceNo=
2018-11-15	交银中证海外中国互联网指数	164906	活期宝转入	12800.00	元	11040.29	份	https://query.1234567.com.cn/Query/Detail?id=28b38bc89af8425ab1452dc0419fb40a&businType=22&traceNo=28b38bc89af8425ab1452dc0419fb40a
2018-11-15	富国中证红利指数增强	100032	活期宝转入	6400.00	元	6441.95	份	https://query.1234567.com.cn/Query/Detail?id=62938e001b4741b1b88283fcaedaac3e&businType=22&traceNo=62938e001b4741b1b88283fcaedaac3e
2018-11-15	南方天天利货币Ｂ	003474	红利再投资	-	-	15.08	份	https://query.1234567.com.cn/Query/Detail?id=201811150130301006339020&businType=143&traceNo=
2018-11-15	鹏华添利宝货币	001666	红利再投资	-	-	5.15	份	https://query.1234567.com.cn/Query/Detail?id=201811150630301202506800&businType=143&traceNo=
2018-11-14	鹏华添利宝货币	001666	红利再投资	-	-	5.10	份	https://query.1234567.com.cn/Query/Detail?id=201811140630301199321570&businType=143&traceNo=
2018-11-14	南方天天利货币Ｂ	003474	红利再投资	-	-	15.55	份	https://query.1234567.com.cn/Query/Detail?id=201811140130301004074690&businType=143&traceNo=
2018-11-13	鹏华添利宝货币	001666	红利再投资	-	-	5.07	份	https://query.1234567.com.cn/Query/Detail?id=201811130630301196150860&businType=143&traceNo=
2018-11-13	南方天天利货币Ｂ	003474	红利再投资	-	-	13.06	份	https://query.1234567.com.cn/Query/Detail?id=201811130130301001542650&businType=143&traceNo=
2018-11-12	鹏华添利宝货币	001666	红利再投资	-	-	15.43	份	https://query.1234567.com.cn/Query/Detail?id=201811120630301192696490&businType=143&traceNo=
2018-11-12	南方天天利货币Ｂ	003474	红利再投资	-	-	39.06	份	https://query.1234567.com.cn/Query/Detail?id=201811120130300999075410&businType=143&traceNo=
2018-11-11	南方天天利货币Ｂ	003474	活期宝充值	20000.00	元	20000.00	份	https://query.1234567.com.cn/Query/Detail?id=369fd36f71d544c6a7ea12c3f03badf3&businType=801&traceNo=
2018-11-09	鹏华添利宝货币	001666	红利再投资	-	-	5.07	份	https://query.1234567.com.cn/Query/Detail?id=201811090630301189495590&businType=143&traceNo=
2018-11-09	南方天天利货币Ｂ	003474	红利再投资	-	-	13.08	份	https://query.1234567.com.cn/Query/Detail?id=201811090130300996813090&businType=143&traceNo=
2018-11-08	鹏华添利宝货币	001666	红利再投资	-	-	5.06	份	https://query.1234567.com.cn/Query/Detail?id=201811080630301186380160&businType=143&traceNo=
2018-11-08	南方天天利货币Ｂ	003474	红利再投资	-	-	13.82	份	https://query.1234567.com.cn/Query/Detail?id=201811080130300994510120&businType=143&traceNo=
2018-11-07	南方天天利货币Ｂ	003474	红利再投资	-	-	13.40	份	https://query.1234567.com.cn/Query/Detail?id=201811070130300992239590&businType=143&traceNo=
2018-11-07	鹏华添利宝货币	001666	红利再投资	-	-	5.00	份	https://query.1234567.com.cn/Query/Detail?id=201811070630301183306400&businType=143&traceNo=
2018-11-06	鹏华添利宝货币	001666	红利再投资	-	-	5.05	份	https://query.1234567.com.cn/Query/Detail?id=201811060630301180154780&businType=143&traceNo=
2018-11-06	南方天天利货币Ｂ	003474	红利再投资	-	-	13.08	份	https://query.1234567.com.cn/Query/Detail?id=201811060130300989939430&businType=143&traceNo=
2018-11-05	鹏华添利宝货币	001666	红利再投资	-	-	15.00	份	https://query.1234567.com.cn/Query/Detail?id=201811050630301176772820&businType=143&traceNo=
2018-11-05	南方天天利货币Ｂ	003474	红利再投资	-	-	39.00	份	https://query.1234567.com.cn/Query/Detail?id=201811050130300987473140&businType=143&traceNo=
2018-11-02	鹏华添利宝货币	001666	红利再投资	-	-	5.16	份	https://query.1234567.com.cn/Query/Detail?id=201811020630301173552180&businType=143&traceNo=
2018-11-02	南方天天利货币Ｂ	003474	红利再投资	-	-	13.02	份	https://query.1234567.com.cn/Query/Detail?id=201811020130300985205970&businType=143&traceNo=
2018-11-01	南方天天利货币Ｂ	003474	红利再投资	-	-	13.70	份	https://query.1234567.com.cn/Query/Detail?id=201811010130300982869670&businType=143&traceNo=
2018-11-01	鹏华添利宝货币	001666	红利再投资	-	-	4.93	份	https://query.1234567.com.cn/Query/Detail?id=201811010630301170425070&businType=143&traceNo=
2018-12-28	鹏华添利宝货币	001666	红利再投资	-	-	4.34	份	https://query.1234567.com.cn/Query/Detail?id=201812280630301304075890&businType=143&traceNo=
2018-12-28	南方天天利货币Ｂ	003474	红利再投资	-	-	1.22	份	https://query.1234567.com.cn/Query/Detail?id=201812280130301078594200&businType=143&traceNo=
2018-12-27	华宝标普油气上游股票	162411	活期宝转入	6400.00	元	13683.96	份	https://query.1234567.com.cn/Query/Detail?id=61ba05e082314f2eb614c715ce57ae70&businType=22&traceNo=61ba05e082314f2eb614c715ce57ae70
2018-12-27	广发养老指数A	000968	活期宝转入	6400.00	元	7866.51	份	https://query.1234567.com.cn/Query/Detail?id=a5646228ccfa4e6eb139eb57caa76679&businType=22&traceNo=a5646228ccfa4e6eb139eb57caa76679
2018-12-27	富国中证红利指数增强	100032	活期宝转入	6400.00	元	6670.57	份	https://query.1234567.com.cn/Query/Detail?id=3f08e402c6424e25bb3b98bf86b4c88a&businType=22&traceNo=3f08e402c6424e25bb3b98bf86b4c88a
2018-12-27	鹏华添利宝货币	001666	红利再投资	-	-	4.76	份	https://query.1234567.com.cn/Query/Detail?id=201812270630301301025060&businType=143&traceNo=
2018-12-27	南方天天利货币Ｂ	003474	红利再投资	-	-	1.20	份	https://query.1234567.com.cn/Query/Detail?id=201812270130301075875010&businType=143&traceNo=
2018-12-26	鹏华添利宝货币	001666	红利再投资	-	-	4.69	份	https://query.1234567.com.cn/Query/Detail?id=201812260630301298023890&businType=143&traceNo=
2018-12-26	南方天天利货币Ｂ	003474	红利再投资	-	-	1.22	份	https://query.1234567.com.cn/Query/Detail?id=201812260130301073625760&businType=143&traceNo=
2018-12-25	南方天天利货币Ｂ	003474	红利再投资	-	-	1.22	份	https://query.1234567.com.cn/Query/Detail?id=201812250130301071341670&businType=143&traceNo=
2018-12-25	鹏华添利宝货币	001666	红利再投资	-	-	4.25	份	https://query.1234567.com.cn/Query/Detail?id=201812250630301294965610&businType=143&traceNo=
2018-12-24	鹏华添利宝货币	001666	红利再投资	-	-	12.62	份	https://query.1234567.com.cn/Query/Detail?id=201812240630301291740370&businType=143&traceNo=
2018-12-24	南方天天利货币Ｂ	003474	红利再投资	-	-	3.66	份	https://query.1234567.com.cn/Query/Detail?id=201812240130301068981140&businType=143&traceNo=
2018-12-21	鹏华添利宝货币	001666	红利再投资	-	-	4.22	份	https://query.1234567.com.cn/Query/Detail?id=201812210630301288503710&businType=143&traceNo=
2018-12-21	南方天天利货币Ｂ	003474	红利再投资	-	-	1.21	份	https://query.1234567.com.cn/Query/Detail?id=201812210130301066708320&businType=143&traceNo=
2018-12-20	南方天天利货币Ｂ	003474	红利再投资	-	-	1.21	份	https://query.1234567.com.cn/Query/Detail?id=201812200130301064388380&businType=143&traceNo=
2018-12-20	鹏华添利宝货币	001666	红利再投资	-	-	4.26	份	https://query.1234567.com.cn/Query/Detail?id=201812200630301285336100&businType=143&traceNo=
2018-12-19	南方天天利货币Ｂ	003474	红利再投资	-	-	1.20	份	https://query.1234567.com.cn/Query/Detail?id=201812190130301062099680&businType=143&traceNo=
2018-12-19	鹏华添利宝货币	001666	红利再投资	-	-	4.76	份	https://query.1234567.com.cn/Query/Detail?id=201812190630301282166980&businType=143&traceNo=
2018-12-18	南方天天利货币Ｂ	003474	红利再投资	-	-	10.42	份	https://query.1234567.com.cn/Query/Detail?id=201812180130301059815390&businType=143&traceNo=
2018-12-18	鹏华添利宝货币	001666	红利再投资	-	-	4.58	份	https://query.1234567.com.cn/Query/Detail?id=201812180630301279005430&businType=143&traceNo=
2018-12-17	南方天天利货币Ｂ	003474	活期宝普通取现	100000.00	份	100000.00	元	https://query.1234567.com.cn/Query/Detail?id=d91a9067a7f44e5185f9059882cfd044&businType=802&traceNo=
2018-12-17	鹏华添利宝货币	001666	红利再投资	-	-	13.10	份	https://query.1234567.com.cn/Query/Detail?id=201812170630301275582180&businType=143&traceNo=
2018-12-17	南方天天利货币Ｂ	003474	红利再投资	-	-	31.35	份	https://query.1234567.com.cn/Query/Detail?id=201812170130301056991390&businType=143&traceNo=
2018-12-14	南方天天利货币Ｂ	003474	红利再投资	-	-	10.44	份	https://query.1234567.com.cn/Query/Detail?id=201812140130301054767560&businType=143&traceNo=
2018-12-14	鹏华添利宝货币	001666	红利再投资	-	-	4.41	份	https://query.1234567.com.cn/Query/Detail?id=201812140630301272323630&businType=143&traceNo=
2018-12-13	南方天天利货币Ｂ	003474	红利再投资	-	-	10.43	份	https://query.1234567.com.cn/Query/Detail?id=201812130130301052523780&businType=143&traceNo=
2018-12-13	鹏华添利宝货币	001666	红利再投资	-	-	4.43	份	https://query.1234567.com.cn/Query/Detail?id=201812130630301269171770&businType=143&traceNo=
2018-12-12	鹏华添利宝货币	001666	红利再投资	-	-	4.45	份	https://query.1234567.com.cn/Query/Detail?id=201812120630301266053530&businType=143&traceNo=
2018-12-12	南方天天利货币Ｂ	003474	红利再投资	-	-	10.47	份	https://query.1234567.com.cn/Query/Detail?id=201812120130301050316320&businType=143&traceNo=
2018-12-11	鹏华添利宝货币	001666	红利再投资	-	-	4.46	份	https://query.1234567.com.cn/Query/Detail?id=201812110630301262901430&businType=143&traceNo=
2018-12-11	南方天天利货币Ｂ	003474	红利再投资	-	-	10.39	份	https://query.1234567.com.cn/Query/Detail?id=201812110130301048084320&businType=143&traceNo=
2018-12-10	鹏华添利宝货币	001666	红利再投资	-	-	13.53	份	https://query.1234567.com.cn/Query/Detail?id=201812100630301259375970&businType=143&traceNo=
2018-12-10	南方天天利货币Ｂ	003474	红利再投资	-	-	31.05	份	https://query.1234567.com.cn/Query/Detail?id=201812100130301045631420&businType=143&traceNo=
2018-12-07	南方天天利货币Ｂ	003474	红利再投资	-	-	10.32	份	https://query.1234567.com.cn/Query/Detail?id=201812070130301043421000&businType=143&traceNo=
2018-12-07	鹏华添利宝货币	001666	红利再投资	-	-	4.44	份	https://query.1234567.com.cn/Query/Detail?id=201812070630301256072570&businType=143&traceNo=
2018-12-06	鹏华添利宝货币	001666	红利再投资	-	-	4.43	份	https://query.1234567.com.cn/Query/Detail?id=201812060630301252745330&businType=143&traceNo=
2018-12-06	南方天天利货币Ｂ	003474	红利再投资	-	-	10.31	份	https://query.1234567.com.cn/Query/Detail?id=201812060130301041102360&businType=143&traceNo=
2018-12-05	鹏华添利宝货币	001666	红利再投资	-	-	4.46	份	https://query.1234567.com.cn/Query/Detail?id=201812050630301249504540&businType=143&traceNo=
2018-12-05	南方天天利货币Ｂ	003474	红利再投资	-	-	10.30	份	https://query.1234567.com.cn/Query/Detail?id=201812050130301038849560&businType=143&traceNo=
2018-12-04	南方天天利货币Ｂ	003474	红利再投资	-	-	10.36	份	https://query.1234567.com.cn/Query/Detail?id=201812040130301036611460&businType=143&traceNo=
2018-12-04	鹏华添利宝货币	001666	红利再投资	-	-	4.46	份	https://query.1234567.com.cn/Query/Detail?id=201812040630301246283040&businType=143&traceNo=
2018-12-03	南方天天利货币Ｂ	003474	红利再投资	-	-	39.82	份	https://query.1234567.com.cn/Query/Detail?id=201812030130301034162390&businType=143&traceNo=
2018-12-03	鹏华添利宝货币	001666	红利再投资	-	-	13.06	份	https://query.1234567.com.cn/Query/Detail?id=201812030630301242707350&businType=143&traceNo=
2019-02-01	南方天天利货币Ｂ	003474	红利再投资	-	-	2.18	份	https://query.1234567.com.cn/Query/Detail?id=201902010130301131050860&businType=143&traceNo=
2019-02-01	鹏华添利宝货币	001666	红利再投资	-	-	4.03	份	https://query.1234567.com.cn/Query/Detail?id=201902010630301372038250&businType=143&traceNo=
2019-01-31	易方达安心回报债券A	110027	活期宝转入	6400.00	元	4115.11	份	https://query.1234567.com.cn/Query/Detail?id=829b40ba41eb4385922d9d5870aec1d5&businType=22&traceNo=829b40ba41eb4385922d9d5870aec1d5
2019-01-31	富国沪深300指数增强	100038	活期宝转入	6400.00	元	4378.31	份	https://query.1234567.com.cn/Query/Detail?id=edaf0342b22b466cb8c646cb109111bc&businType=22&traceNo=edaf0342b22b466cb8c646cb109111bc
2019-01-31	南方天天利货币Ｂ	003474	红利再投资	-	-	2.19	份	https://query.1234567.com.cn/Query/Detail?id=201901310130301128857620&businType=143&traceNo=
2019-01-31	鹏华添利宝货币	001666	红利再投资	-	-	4.14	份	https://query.1234567.com.cn/Query/Detail?id=201901310630301368981180&businType=143&traceNo=
2019-01-31	鹏华添利宝货币	001666	活期宝快速取现	6400.00	份	6400.00	元	https://query.1234567.com.cn/Query/Detail?id=dc94f054167849819ac915d9d10466f0&businType=803&traceNo=
2019-01-30	南方天天利货币Ｂ	003474	红利再投资	-	-	2.19	份	https://query.1234567.com.cn/Query/Detail?id=201901300130301126536760&businType=143&traceNo=
2019-01-30	鹏华添利宝货币	001666	红利再投资	-	-	4.06	份	https://query.1234567.com.cn/Query/Detail?id=201901300630301366158240&businType=143&traceNo=
2019-01-29	鹏华添利宝货币	001666	红利再投资	-	-	3.96	份	https://query.1234567.com.cn/Query/Detail?id=201901290630301363360060&businType=143&traceNo=
2019-01-29	南方天天利货币Ｂ	003474	红利再投资	-	-	2.18	份	https://query.1234567.com.cn/Query/Detail?id=201901290130301124231780&businType=143&traceNo=
2019-01-28	鹏华添利宝货币	001666	红利再投资	-	-	11.17	份	https://query.1234567.com.cn/Query/Detail?id=201901280630301360358900&businType=143&traceNo=
2019-01-28	南方天天利货币Ｂ	003474	红利再投资	-	-	6.54	份	https://query.1234567.com.cn/Query/Detail?id=201901280130301121771720&businType=143&traceNo=
2019-01-25	南方天天利货币Ｂ	003474	红利再投资	-	-	2.17	份	https://query.1234567.com.cn/Query/Detail?id=201901250130301119553030&businType=143&traceNo=
2019-01-25	鹏华添利宝货币	001666	红利再投资	-	-	3.83	份	https://query.1234567.com.cn/Query/Detail?id=201901250630301357499870&businType=143&traceNo=
2019-01-24	鹏华添利宝货币	001666	红利再投资	-	-	3.77	份	https://query.1234567.com.cn/Query/Detail?id=201901240630301354715890&businType=143&traceNo=
2019-01-24	南方天天利货币Ｂ	003474	红利再投资	-	-	2.17	份	https://query.1234567.com.cn/Query/Detail?id=201901240130301117292120&businType=143&traceNo=
2019-01-23	鹏华添利宝货币	001666	红利再投资	-	-	3.69	份	https://query.1234567.com.cn/Query/Detail?id=201901230630301351937150&businType=143&traceNo=
2019-01-23	南方天天利货币Ｂ	003474	红利再投资	-	-	2.17	份	https://query.1234567.com.cn/Query/Detail?id=201901230130301115054520&businType=143&traceNo=
2019-01-22	鹏华添利宝货币	001666	红利再投资	-	-	3.82	份	https://query.1234567.com.cn/Query/Detail?id=201901220630301349121620&businType=143&traceNo=
2019-01-22	南方天天利货币Ｂ	003474	红利再投资	-	-	2.17	份	https://query.1234567.com.cn/Query/Detail?id=201901220130301112787800&businType=143&traceNo=
2019-01-21	南方天天利货币Ｂ	003474	红利再投资	-	-	6.47	份	https://query.1234567.com.cn/Query/Detail?id=201901210130301110435710&businType=143&traceNo=
2019-01-21	鹏华添利宝货币	001666	红利再投资	-	-	11.11	份	https://query.1234567.com.cn/Query/Detail?id=201901210630301346124940&businType=143&traceNo=
2019-01-18	鹏华添利宝货币	001666	红利再投资	-	-	3.74	份	https://query.1234567.com.cn/Query/Detail?id=201901180630301343230270&businType=143&traceNo=
2019-01-18	南方天天利货币Ｂ	003474	红利再投资	-	-	2.17	份	https://query.1234567.com.cn/Query/Detail?id=201901180130301108291220&businType=143&traceNo=
2019-01-17	南方天天利货币Ｂ	003474	红利再投资	-	-	2.16	份	https://query.1234567.com.cn/Query/Detail?id=201901170130301106042730&businType=143&traceNo=
2019-01-17	鹏华添利宝货币	001666	红利再投资	-	-	3.78	份	https://query.1234567.com.cn/Query/Detail?id=201901170630301340370490&businType=143&traceNo=
2019-01-16	鹏华添利宝货币	001666	红利再投资	-	-	3.60	份	https://query.1234567.com.cn/Query/Detail?id=201901160630301337529160&businType=143&traceNo=
2019-01-16	南方天天利货币Ｂ	003474	红利再投资	-	-	2.75	份	https://query.1234567.com.cn/Query/Detail?id=201901160130301103494530&businType=143&traceNo=
2019-01-15	华夏收益债券(QDII)A	001061	卖出回银行卡	5451.73	份	6781.95	元	https://query.1234567.com.cn/Query/Detail?id=b29d0974ab034e3caeec9f49a666eae8&businType=24&traceNo=
2019-01-15	长信可转债债券A	519977	活期宝转入	6400.00	元	5328.62	份	https://query.1234567.com.cn/Query/Detail?id=ca2b3ec33ad347e9a3b196dbb8d22f2b&businType=22&traceNo=ca2b3ec33ad347e9a3b196dbb8d22f2b
2019-01-15	南方天天利货币Ｂ	003474	红利再投资	-	-	2.75	份	https://query.1234567.com.cn/Query/Detail?id=201901150130301101304550&businType=143&traceNo=
2019-01-15	鹏华添利宝货币	001666	红利再投资	-	-	3.66	份	https://query.1234567.com.cn/Query/Detail?id=201901150630301334672070&businType=143&traceNo=
2019-01-14	鹏华添利宝货币	001666	红利再投资	-	-	10.57	份	https://query.1234567.com.cn/Query/Detail?id=201901140630301331598210&businType=143&traceNo=
2019-01-11	鹏华添利宝货币	001666	红利再投资	-	-	3.76	份	https://query.1234567.com.cn/Query/Detail?id=201901110630301328620190&businType=143&traceNo=
2019-01-10	南方天天利货币Ｂ	003474	活期宝充值	30000.00	元	30000.00	份	https://query.1234567.com.cn/Query/Detail?id=3e0a3ee3293542479287d4e6de35adab&businType=801&traceNo=
2019-01-10	鹏华添利宝货币	001666	红利再投资	-	-	3.99	份	https://query.1234567.com.cn/Query/Detail?id=201901100630301325674810&businType=143&traceNo=
2019-01-09	鹏华添利宝货币	001666	红利再投资	-	-	4.00	份	https://query.1234567.com.cn/Query/Detail?id=201901090630301322739330&businType=143&traceNo=
