	名称	代码	市值（亿元）	涨跌幅	pe	pb	一级行业代码	一级行业名称	二级行业代码	二级行业名称	持有市值（元）	日盈亏	相关指数
969	广济药业	000952.XSHE	22.9052	-0.44%	15.94	2.34	801150	医药生物I	801151	化学制药II	72.34	-0.32	全指医药
970	华电国际	600027.XSHG	365.9164	-0.27%	13.87	0.82	801160	公用事业I	801161	电力II	72.1	-0.19	沪深300,300价值
971	大博医疗	002901.XSHE	256.9267	-6.53%	59.65	16.05	801150	医药生物I	801153	医疗器械II	71.99	-4.7	中证1000,全指医药
972	中金黄金	600489.XSHG	275.7459	-1.75%	204.83	2.01	801050	有色金属I	801053	黄金II	71.86	-1.26	沪深300
973	欧派家居	603833.XSHG	421.8508	-1.51%	24.11	4.81	801140	轻工制造I	801142	家用轻工II	70.57	-1.07	沪深300
974	盈康生命	300143.XSHE	47.6531	-2.41%	221.83	2.29	801150	医药生物I	801156	医疗服务II	70.08	-1.69	中证1000,全指医药
975	北大医药	000788.XSHE	39.9908	-2.38%	79.04	3.21	801150	医药生物I	801151	化学制药II	69.91	-1.66	全指医药
976	佐力药业	300181.XSHE	29.3966	-0.41%	87.11	2.22	801150	医药生物I	801155	中药II	68.69	-0.28	全指医药
977	长城汽车	601633.XSHG	831.4942	1.76%	19.81	1.57	801880	汽车I	801094	汽车整车II	68.16	1.2	沪深300,300价值
978	海油工程	600583.XSHG	304.6313	0.58%	-73.27	1.38	801020	采掘I	801024	采掘服务II	68.01	0.39	沪深300
979	东华软件	002065.XSHE	280.3934	0.89%	30.96	2.92	801750	计算机I	801222	计算机应用II	68.01	0.61	沪深300
980	泰合健康	000790.XSHE	25.8255	0.0%	37.8	2.96	801150	医药生物I	801155	中药II	67.48	0.0	全指医药
981	中直股份	600038.XSHG	259.7824	2.06%	42.68	3.25	801740	国防军工I	801742	航空装备II	67.36	1.39	沪深300
982	方盛制药	603998.XSHG	34.0144	-2.56%	41.22	3.04	801150	医药生物I	801155	中药II	66.87	-1.71	全指医药
983	理邦仪器	300206.XSHE	40.9532	-0.99%	35.07	3.19	801150	医药生物I	801153	医疗器械II	66.87	-0.66	全指医药
984	广汽集团	601238.XSHG	1208.0496	-0.51%	16.38	1.52	801880	汽车I	801094	汽车整车II	66.68	-0.34	沪深300,300价值
985	扬杰科技	300373.XSHE	68.6482	4.2%	67.94	2.8	801080	电子I	801081	半导体II	65.06	2.73	中证1000,创业板
986	太钢不锈	000825.XSHE	222.7233	0.26%	8.06	0.7	801040	钢铁I	801041	钢铁II	64.94	0.17	基本面60,基本面120
987	古井贡酒	000596.XSHE	566.0464	-3.85%	25.95	6.59	801120	食品饮料I	801123	饮料制造II	64.8	-2.49	沪深300
988	健民集团	600976.XSHG	26.4152	-1.86%	32.29	2.23	801150	医药生物I	801155	中药II	64.44	-1.2	全指医药
989	美康生物	300439.XSHE	46.5902	-1.63%	18.75	2.26	801150	医药生物I	801153	医疗器械II	64.39	-1.05	中证1000,全指医药
990	长久物流	603569.XSHG	57.8764	0.77%	20.59	2.4	801170	交通运输I	801178	物流II	63.84	0.49	中证500
991	鹏鼎控股	002938.XSHE	1149.9368	-1.81%	39.5	6.2	801080	电子I	801083	元件II	63.26	-1.15	沪深300,基本面120
992	美诺华	603538.XSHG	38.4533	-1.48%	24.05	2.96	801150	医药生物I	801151	化学制药II	63.22	-0.94	全指医药
993	科大智能	300222.XSHE	62.8359	-0.23%	36.13	1.38	801890	机械设备I	801072	通用机械II	63.06	-0.15	中证1000,创业板
994	中国卫星	600118.XSHG	239.6905	-0.54%	57.95	4.29	801740	国防军工I	801741	航天装备II	62.87	-0.34	沪深300
995	中航沈飞	600760.XSHG	391.6889	0.43%	37.27	4.6	801740	国防军工I	801742	航空装备II	62.87	0.27	沪深300
996	君正集团	601216.XSHG	253.9843	0.33%	10.78	1.37	801030	化工I	801033	化学原料II	62.67	0.21	沪深300,300价值
997	攀钢钒钛	000629.XSHE	237.93599999999998	0.0%	9.7	2.52	801020	采掘I	801022	其他采掘II	62.23	0.0	沪深300
998	永安药业	002365.XSHE	24.1934	-0.24%	25.05	1.5	801150	医药生物I	801151	化学制药II	61.4	-0.15	全指医药
999	大豪科技	603025.XSHG	73.6291	10.06%	29.17	4.21	801730	电气设备I	801732	电气自动化设备II	61.28	6.16	中证500
1000	哈三联	002900.XSHE	34.8577	-0.18%	19.94	1.92	801150	医药生物I	801151	化学制药II	60.79	-0.11	全指医药
1001	一品红	300723.XSHE	51.7752	-1.06%	21.33	3.74	801150	医药生物I	801151	化学制药II	60.0	-0.64	中证1000,全指医药
1002	亚太药业	002370.XSHE	34.1747	-2.2%	71.01	1.37	801150	医药生物I	801151	化学制药II	59.39	-1.31	中证1000,全指医药
1003	石基信息	002153.XSHE	381.8858	0.28%	81.38	4.46	801750	计算机I	801222	计算机应用II	59.02	0.17	沪深300
1004	兖州煤业	600188.XSHG	460.7471	-0.21%	4.91	0.9	801020	采掘I	801021	煤炭开采II	57.88	-0.12	沪深300,300价值
1005	康德莱	603987.XSHG	31.9725	0.28%	20.95	2.31	801150	医药生物I	801153	医疗器械II	57.14	0.16	全指医药
1006	金石亚药	300434.XSHE	27.7605	-0.14%	18.46	1.04	801150	医药生物I	801151	化学制药II	56.53	-0.08	全指医药
1007	迪瑞医疗	300396.XSHE	47.0355	-4.17%	20.49	3.17	801150	医药生物I	801153	医疗器械II	56.53	-2.36	全指医药
1008	康辰药业	603590.XSHG	56.032	-0.43%	18.03	2.1	801150	医药生物I	801152	生物制品II	55.56	-0.24	中证1000,全指医药
1009	金隅集团	601992.XSHG	350.2309	-0.61%	9.04	0.77	801710	建筑材料I	801711	水泥制造II	55.17	-0.34	沪深300
1010	寿仙谷	603896.XSHG	41.1185	-0.07%	39.29	3.83	801150	医药生物I	801155	中药II	54.96	-0.04	中证1000,全指医药
1011	泛海控股	000046.XSHE	219.7993	-0.24%	13.67	0.96	801180	房地产I	801181	房地产开发II	54.42	-0.13	基本面60,基本面120,金融地产
1012	小商品城	600415.XSHG	205.7535	0.79%	27.59	1.64	801200	商业贸易I	801205	商业物业经营II	53.89	0.43	沪深300
1013	中煤能源	601898.XSHG	633.7641	1.46%	12.35	0.65	801020	采掘I	801021	煤炭开采II	53.89	0.79	沪深300,300价值
1014	太平鸟	603877.XSHG	66.5642	1.08%	13.42	2.1	801130	纺织服装I	801132	服装家纺II	53.62	0.58	中证500
1015	卫光生物	002880.XSHE	52.4772	-1.21%	33.22	3.79	801150	医药生物I	801152	生物制品II	53.49	-0.65	全指医药
1016	赛升药业	300485.XSHE	40.4279	-1.08%	20.25	1.52	801150	医药生物I	801152	生物制品II	53.04	-0.57	中证1000,全指医药
1017	海辰药业	300584.XSHE	32.94	-2.48%	33.48	5.19	801150	医药生物I	801151	化学制药II	52.89	-1.31	全指医药
1018	康芝药业	300086.XSHE	20.475	-1.1%	-67.26	1.33	801150	医药生物I	801151	化学制药II	52.28	-0.58	全指医药
1019	透景生命	300642.XSHE	38.4612	-3.87%	25.84	3.47	801150	医药生物I	801153	医疗器械II	52.28	-2.02	全指医药
1020	中华企业	600675.XSHG	269.4492	-2.49%	7.39	1.83	801180	房地产I	801181	房地产开发II	51.71	-1.29	中证1000,金融地产
1021	尚荣医疗	002551.XSHE	31.3447	-0.45%	59.49	1.34	801150	医药生物I	801153	医疗器械II	51.06	-0.23	全指医药
1022	精华制药	002349.XSHE	36.2704	-1.15%	-23.34	1.79	801150	医药生物I	801155	中药II	50.52	-0.58	中证1000,全指医药
1023	龙津药业	002750.XSHE	51.7446	-0.62%	4490.68	7.97	801150	医药生物I	801155	中药II	50.46	-0.31	全指医药
1024	传化智联	002010.XSHE	226.7439	-1.44%	18.26	1.73	801170	交通运输I	801178	物流II	50.04	-0.72	沪深300
1025	长江健康	002435.XSHE	46.7202	2.12%	13.74	0.86	801150	医药生物I	801151	化学制药II	49.86	1.06	中证1000,全指医药
1026	鹭燕医药	002788.XSHE	25.0025	-1.18%	10.4	1.43	801150	医药生物I	801154	医药商业II	49.85	-0.59	全指医药
1027	金花股份	600080.XSHG	21.8736	-0.68%	48.68	1.22	801150	医药生物I	801152	生物制品II	49.24	-0.33	全指医药
1028	九安医疗	002432.XSHE	20.515	0.0%	-345.1	1.37	801150	医药生物I	801153	医疗器械II	48.63	0.0	全指医药
1029	楚天科技	300358.XSHE	29.6641	-0.63%	-1994.99	1.25	801150	医药生物I	801153	医疗器械II	48.63	-0.31	全指医药
1030	紫光股份	000938.XSHE	560.5757	-1.57%	31.43	2.03	801750	计算机I	801222	计算机应用II	48.63	-0.76	沪深300,基本面120
1031	韵达股份	002120.XSHE	659.6487	-2.4%	24.68	5.17	801170	交通运输I	801178	物流II	48.12	-1.15	沪深300
1032	乐心医疗	300562.XSHE	25.4328	-2.09%	80.58	4.58	801150	医药生物I	801153	医疗器械II	48.02	-1.0	全指医药
1033	新华制药	000756.XSHE	43.0327	-0.72%	14.53	1.49	801150	医药生物I	801151	化学制药II	48.02	-0.35	全指医药
1034	中天金融	000540.XSHE	215.7618	-0.32%	14.6	1.19	801180	房地产I	801181	房地产开发II	47.81	-0.15	基本面60,基本面120
1035	五矿资本	600390.XSHG	330.6078	-0.14%	10.3	0.96	801790	非银金融I	801191	多元金融II	47.72	-0.07	沪深300,金融地产
1036	利德曼	300289.XSHE	25.1789	0.5%	-254.02	1.91	801150	医药生物I	801152	生物制品II	47.42	0.24	全指医药
1037	莎普爱思	603168.XSHG	23.7105	-0.68%	-14.35	1.56	801150	医药生物I	801151	化学制药II	47.42	-0.32	全指医药
1038	海特生物	300683.XSHE	29.4355	-0.63%	34.12	1.67	801150	医药生物I	801152	生物制品II	44.98	-0.28	全指医药
1039	吉药控股	300108.XSHE	25.241999999999997	-1.32%	19.84	1.14	801150	医药生物I	801155	中药II	44.98	-0.59	全指医药
1040	中海油服	601808.XSHG	797.8102	-0.24%	32.35	2.19	801020	采掘I	801024	采掘服务II	44.27	-0.11	沪深300
1041	福瑞股份	300049.XSHE	18.8872	0.56%	2086.28	1.4	801150	医药生物I	801153	医疗器械II	43.77	0.25	全指医药
1042	佛慈制药	002644.XSHE	35.0311	0.29%	38.89	2.32	801150	医药生物I	801155	中药II	43.77	0.13	全指医药
1043	神奇制药	600613.XSHG	34.6612	-0.31%	27.99	1.32	801150	医药生物I	801151	化学制药II	42.55	-0.13	全指医药
1044	润都股份	002923.XSHE	30.075	0.43%	24.14	3.3	801150	医药生物I	801151	化学制药II	41.94	0.18	全指医药
1045	赛托生物	300583.XSHE	34.9953	-1.3%	31.64	1.88	801150	医药生物I	801151	化学制药II	41.34	-0.54	全指医药
1046	创新医疗	002173.XSHE	24.8806	-2.01%	-16.18	0.7	801150	医药生物I	801156	医疗服务II	40.12	-0.81	全指医药
1047	奇正藏药	002287.XSHE	115.5729	-1.24%	33.18	5.37	801150	医药生物I	801155	中药II	39.78	-0.49	中证1000,全指医药
1048	英科医疗	300677.XSHE	30.3397	-0.39%	17.21	2.2	801150	医药生物I	801153	医疗器械II	38.91	-0.15	全指医药
1049	蔚蓝生物	603739.XSHG	38.1873	-2.75%	48.4	4.09	801010	农林牧渔I	801018	动物保健II	38.91	-1.07	全指医药
1050	和仁科技	300550.XSHE	31.1565	0.64%	63.03	5.15	801750	计算机I	801222	计算机应用II	38.91	0.25	全指医药
1051	英特集团	000411.XSHE	29.0762	-1.63%	20.44	1.95	801150	医药生物I	801154	医药商业II	38.3	-0.62	全指医药
1052	格力地产	600185.XSHG	99.3029	-1.66%	15.9	1.26	801180	房地产I	801181	房地产开发II	38.07	-0.63	中证1000,金融地产
1053	中油工程	600339.XSHG	179.7773	0.0%	21.39	0.77	801020	采掘I	801024	采掘服务II	38.06	0.0	沪深300,300价值
1054	中航电子	600372.XSHG	232.4328	2.8%	46.66	3.18	801740	国防军工I	801742	航空装备II	37.85	1.06	沪深300
1055	我爱我家	000560.XSHE	105.762	-1.78%	13.73	1.07	801180	房地产I	801181	房地产开发II	37.78	-0.67	中证1000,金融地产
1056	市北高新	600604.XSHG	147.8037	-1.27%	73.31	2.43	801180	房地产I	801182	园区开发II	37.78	-0.48	中证1000,金融地产
1057	万业企业	600641.XSHG	113.2653	-0.57%	17.96	1.81	801180	房地产I	801181	房地产开发II	37.17	-0.21	中证1000,金融地产
1058	人民同泰	600829.XSHG	37.2288	-0.93%	14.04	2.08	801150	医药生物I	801154	医药商业II	36.47	-0.34	全指医药
1059	广州港	601228.XSHG	231.0056	0.27%	31.31	1.76	801170	交通运输I	801171	港口II	35.93	0.1	沪深300
1060	金力永磁	300748.XSHE	166.4859	-1.71%	119.7	14.24	801050	有色金属I	801051	金属非金属新材料II	34.0	-0.58	中证1000,创业板
1061	ST辅仁	600781.XSHG	32.6122	2.31%	4.68	0.55	801150	医药生物I	801151	化学制药II	33.48	0.77	中证1000,全指医药
1062	戴维医疗	300314.XSHE	24.1344	0.36%	76.25	2.99	801150	医药生物I	801153	医疗器械II	33.43	0.12	全指医药
1063	远大控股	000626.XSHE	38.8156	0.84%	42.7	1.46	801200	商业贸易I	801202	贸易II	32.93	0.28	基本面60,基本面120,中证1000
1064	长沙银行	601577.XSHG	293.2272	-0.12%	5.99	0.87	801780	银行I	801192	银行II	32.87	-0.04	沪深300,金融地产
1065	申通快递	002468.XSHE	277.6875	-0.55%	17.98	3.14	801170	交通运输I	801178	物流II	32.08	-0.18	沪深300
1066	北辰实业	601588.XSHG	102.0207	0.0%	7.79	0.71	801180	房地产I	801181	房地产开发II	31.48	0.0	中证1000,金融地产
1067	盘龙药业	002864.XSHE	21.3988	1.66%	27.98	3.24	801150	医药生物I	801155	中药II	31.0	0.51	全指医药
1068	九典制药	300705.XSHE	26.2138	2.06%	40.07	3.52	801150	医药生物I	801151	化学制药II	31.0	0.64	全指医药
1069	爱朋医疗	300753.XSHE	35.4712	-6.06%	37.0	5.47	801150	医药生物I	801153	医疗器械II	30.39	-1.84	全指医药
1070	嘉凯城	000918.XSHE	119.2571	-1.97%	-8.14	3.95	801180	房地产I	801181	房地产开发II	29.74	-0.59	中证1000,金融地产
1071	苏农银行	603323.XSHG	89.0714	0.4%	9.78	0.79	801780	银行I	801192	银行II	28.8	0.12	中证1000,金融地产
1072	美凯龙	601828.XSHG	378.785	0.19%	9.24	0.85	801200	商业贸易I	801205	商业物业经营II	26.94	0.05	沪深300,300价值
1073	振德医疗	603301.XSHG	26.418000000000003	-0.21%	18.86	2.23	801150	医药生物I	801153	医疗器械II	26.75	-0.06	全指医药
1074	华森制药	002907.XSHE	57.14	9.98%	35.03	5.99	801150	医药生物I	801155	中药II	26.52	2.65	中证1000,全指医药
1075	藏格控股	000408.XSHE	172.8607	-0.69%	38.5	2.22	801030	化工I	801034	化学制品II	26.3	-0.18	沪深300
1076	赛隆药业	002898.XSHE	20.304000000000002	1.65%	62.55	3.12	801150	医药生物I	801151	化学制药II	26.14	0.43	全指医药
1077	华锦股份	000059.XSHE	92.4478	-0.87%	10.05	0.67	801030	化工I	801035	石油化工II	25.54	-0.22	基本面120,中证1000
1078	苏州高新	600736.XSHG	60.6731	-0.57%	12.88	0.98	801180	房地产I	801181	房地产开发II	24.09	-0.14	中证1000,金融地产
1079	圆通速递	600233.XSHG	355.8994	-1.44%	17.56	2.97	801170	交通运输I	801178	物流II	23.74	-0.34	沪深300
1080	光启技术	002625.XSHE	204.0395	2.01%	178.15	2.66	801880	汽车I	801093	汽车零部件II	23.74	0.48	沪深300
1081	光明地产	600708.XSHG	72.4307	-0.62%	7.4	0.63	801180	房地产I	801181	房地产开发II	23.48	-0.15	中证1000,金融地产
1082	华联股份	000882.XSHE	59.6743	-0.92%	-98.83	0.74	801200	商业贸易I	801205	商业物业经营II	23.19	-0.21	中证1000,金融地产
1083	昂利康	002940.XSHE	25.857	-1.5%	25.88	2.74	801150	医药生物I	801151	化学制药II	22.49	-0.34	全指医药
1084	光大嘉宝	600622.XSHG	54.8885	-1.64%	7.32	0.88	801180	房地产I	801181	房地产开发II	22.31	-0.37	中证1000,金融地产
1085	卫信康	603676.XSHG	41.9193	0.5%	78.44	4.56	801150	医药生物I	801151	化学制药II	22.09	0.11	中证1000,全指医药
1086	新华联	000620.XSHE	97.4899	0.39%	9.34	1.34	801180	房地产I	801181	房地产开发II	22.02	0.09	中证1000,金融地产
1087	仁东控股	002647.XSHE	95.0772	-0.47%	131.12	9.44	801790	非银金融I	801191	多元金融II	21.98	-0.1	中证1000,金融地产
1088	明德生物	002932.XSHE	22.4791	-0.65%	38.63	3.67	801150	医药生物I	801153	医疗器械II	21.88	-0.14	全指医药
1089	神州数码	000034.XSHE	111.7806	-3.39%	16.48	2.66	801750	计算机I	801222	计算机应用II	20.68	-0.7	基本面120,中证1000
1090	新光药业	300519.XSHE	20.592	0.47%	22.63	2.66	801150	医药生物I	801155	中药II	20.67	0.1	全指医药
1091	经纬纺机	000666.XSHE	73.5816	-0.19%	11.78	0.85	801790	非银金融I	801191	多元金融II	20.56	-0.04	中证1000,金融地产
1092	安道麦A	000553.XSHE	238.2943	0.41%	40.57	1.03	801030	化工I	801034	化学制品II	20.53	0.08	沪深300
1093	合盛硅业	603260.XSHG	258.5128	-1.81%	18.21	3.13	801050	有色金属I	801051	金属非金属新材料II	19.89	-0.36	沪深300
1094	青岛港	601298.XSHG	424.5179	-0.46%	11.49	1.44	801170	交通运输I	801171	港口II	17.32	-0.08	沪深300
1095	中国重汽	000951.XSHE	129.6528	-2.23%	13.05	1.97	801880	汽车I	801094	汽车整车II	17.29	-0.39	基本面120,中证1000
1096	江苏国泰	002091.XSHE	85.9945	6.36%	8.21	1.04	801200	商业贸易I	801202	贸易II	16.92	1.08	基本面120,中证1000
1097	中国武夷	000797.XSHE	50.9247	0.0%	16.62	1.0	801180	房地产I	801181	房地产开发II	16.65	0.0	中证1000,金融地产
1098	顺络电子	002138.XSHE	192.3069	-1.89%	46.45	4.46	801080	电子I	801083	元件II	16.61	-0.31	中证1000
1099	深天马A	000050.XSHE	302.303	3.12%	40.71	1.12	801080	电子I	801084	光学光电子II	16.01	0.5	基本面120
1100	白银有色	601212.XSHG	247.3195	0.0%	88.41	2.05	801050	有色金属I	801055	工业金属II	15.4	0.0	沪深300
1101	天邦股份	002124.XSHE	148.7803	0.62%	-21.85	6.22	801010	农林牧渔I	801014	饲料II	15.31	0.09	中证1000
1102	厦门信达	000701.XSHE	20.2493	0.0%	-8.97	0.78	801080	电子I	801083	元件II	15.28	0.0	基本面120
1103	佳都科技	600728.XSHG	144.1913	1.16%	19.52	3.08	801750	计算机I	801222	计算机应用II	15.0	0.17	中证1000
1104	浙大网新	600797.XSHG	105.0822	-1.39%	63.39	2.34	801750	计算机I	801222	计算机应用II	15.0	-0.21	中证1000
1105	华天科技	002185.XSHE	165.7702	-0.99%	72.07	2.17	801080	电子I	801081	半导体II	14.59	-0.14	中证1000
1106	南山控股	002314.XSHE	79.33800000000001	-1.02%	22.48	0.97	801180	房地产I	801181	房地产开发II	14.59	-0.15	中证1000,金融地产
1107	梦网集团	002123.XSHE	180.1186	-2.32%	166.42	3.86	801760	传媒I	801752	互联网传媒II	14.46	-0.34	中证1000
1108	星宇股份	601799.XSHG	236.6374	-2.52%	33.68	5.11	801880	汽车I	801093	汽车零部件II	14.28	-0.36	中证1000
1109	星网锐捷	002396.XSHE	184.8998	-0.82%	28.05	4.51	801770	通信I	801102	通信设备II	13.34	-0.11	中证1000
1110	中洲控股	000042.XSHE	66.3501	2.0%	10.78	0.87	801180	房地产I	801181	房地产开发II	12.86	0.26	金融地产
1111	山东药玻	600529.XSHG	134.8197	-2.52%	30.85	3.6	801150	医药生物I	801153	医疗器械II	12.8	-0.32	中证1000
1112	重庆啤酒	600132.XSHG	243.9699	-3.95%	39.79	18.05	801120	食品饮料I	801123	饮料制造II	12.71	-0.5	中证1000
1113	紫金银行	601860.XSHG	226.2429	0.49%	16.11	1.69	801780	银行I	801192	银行II	12.62	0.06	金融地产
1114	金证股份	600446.XSHG	157.6327	0.33%	-128.37	8.95	801750	计算机I	801222	计算机应用II	12.57	0.04	中证1000
1115	大众公用	600635.XSHG	134.0405	-0.88%	28.49	1.7	801160	公用事业I	801163	燃气II	11.81	-0.1	中证1000
1116	益生股份	002458.XSHE	169.1827	-1.5%	9.97	5.88	801010	农林牧渔I	801017	畜禽养殖II	11.36	-0.17	中证1000
1117	绿盟科技	300369.XSHE	138.1542	-0.64%	65.61	4.44	801750	计算机I	801222	计算机应用II	11.36	-0.07	中证1000
1118	森马服饰	002563.XSHE	253.3925	-0.11%	14.65	2.19	801130	纺织服装I	801132	服装家纺II	11.34	-0.01	基本面120
1119	东方通信	600776.XSHG	237.0072	1.22%	226.81	7.77	801770	通信I	801102	通信设备II	11.32	0.14	中证1000
1120	圣邦股份	300661.XSHE	222.1551	-0.51%	146.74	22.02	801080	电子I	801081	半导体II	10.91	-0.06	中证1000
1121	中油资本	000617.XSHE	1030.3293	0.0%	13.73	1.25	801790	非银金融I	801191	多元金融II	10.72	0.0	金融地产
1122	浙江鼎力	603338.XSHG	227.6581	-1.87%	43.11	7.7	801890	机械设备I	801074	专用设备II	10.33	-0.19	中证1000
1123	洽洽食品	002557.XSHE	164.775	-1.48%	31.06	4.77	801120	食品饮料I	801124	食品加工II	10.28	-0.15	中证1000
1124	荣安地产	000517.XSHE	80.5532	-0.4%	9.46	1.46	801180	房地产I	801181	房地产开发II	10.12	-0.04	中证1000,金融地产
1125	嘉化能源	600273.XSHG	130.5218	-0.77%	10.99	1.89	801030	化工I	801034	化学制品II	10.1	-0.08	中证1000
1126	罗牛山	000735.XSHE	105.01799999999999	0.11%	-248.43	2.69	801010	农林牧渔I	801017	畜禽养殖II	10.1	0.01	中证1000
1127	和而泰	002402.XSHE	91.5316	0.28%	32.97	5.05	801080	电子I	801085	电子制造II	9.83	0.03	中证1000
1128	赛轮轮胎	601058.XSHG	119.3515	-0.45%	10.83	1.72	801030	化工I	801037	橡胶II	9.83	-0.04	中证1000
1129	皇庭国际	000056.XSHE	47.718999999999994	-0.99%	58.23	0.88	801180	房地产I	801181	房地产开发II	9.51	-0.09	中证1000,金融地产
1130	招商公路	001965.XSHE	497.3461	-0.37%	11.84	1.05	801170	交通运输I	801175	高速公路II	9.48	-0.04	基本面60,基本面120
1131	易见股份	600093.XSHG	166.9079	-3.43%	18.27	2.12	801790	非银金融I	801191	多元金融II	9.38	-0.32	中证1000
1132	华帝股份	002035.XSHE	100.0049	-2.36%	13.31	3.6	801110	家用电器I	801111	白色家电II	9.25	-0.22	中证1000
1133	润和软件	300339.XSHE	97.4807	0.98%	32.14	2.04	801750	计算机I	801222	计算机应用II	9.16	0.09	中证1000
1134	东方日升	300118.XSHE	105.8197	-1.28%	13.15	1.32	801730	电气设备I	801733	电源设备II	9.12	-0.12	中证1000
1135	酒鬼酒	000799.XSHE	126.6898	-2.92%	51.58	5.47	801120	食品饮料I	801123	饮料制造II	9.12	-0.27	中证1000
1136	东方通	300379.XSHE	108.7862	-1.4%	73.45	7.1	801750	计算机I	801222	计算机应用II	8.98	-0.13	中证1000
1137	方正科技	600601.XSHG	71.334	0.62%	-80.12	2.52	801080	电子I	801083	元件II	8.76	0.05	中证1000
1138	舍得酒业	600702.XSHG	98.7277	-1.4%	26.57	3.5	801120	食品饮料I	801123	饮料制造II	8.71	-0.12	中证1000
1139	远光软件	002063.XSHE	89.8669	1.23%	45.39	3.83	801750	计算机I	801222	计算机应用II	8.71	0.11	中证1000
1140	美好置业	000667.XSHE	67.5955	0.0%	207.27	0.95	801180	房地产I	801181	房地产开发II	8.67	0.0	中证1000
1141	数码科技	300079.XSHE	67.20100000000001	2.13%	112.3	1.75	801750	计算机I	801222	计算机应用II	8.58	0.18	中证1000
1142	卫星石化	002648.XSHE	153.8879	1.45%	12.41	1.73	801030	化工I	801033	化学原料II	8.58	0.12	中证1000
1143	联创电子	002036.XSHE	100.0693	-0.5%	34.89	4.44	801080	电子I	801084	光学光电子II	8.53	-0.04	中证1000
1144	北信源	300352.XSHE	119.1755	0.85%	97.91	5.1	801750	计算机I	801222	计算机应用II	8.49	0.07	中证1000
1145	海特高新	002023.XSHE	81.5821	0.28%	124.81	2.3	801740	国防军工I	801742	航空装备II	8.44	0.02	中证1000
1146	万润股份	002643.XSHE	115.5508	0.08%	22.9	2.46	801030	化工I	801034	化学制品II	8.4	0.01	中证1000
1147	天康生物	002100.XSHE	131.6161	-0.89%	36.96	3.48	801010	农林牧渔I	801014	饲料II	8.4	-0.07	中证1000
1148	百润股份	002568.XSHE	140.6066	-2.74%	63.37	7.29	801120	食品饮料I	801123	饮料制造II	8.4	-0.23	中证1000
1149	恒邦股份	002237.XSHE	115.7118	-0.55%	35.64	2.52	801050	有色金属I	801053	黄金II	8.31	-0.05	中证1000
1150	民和股份	002234.XSHE	96.8059	-0.41%	6.48	4.07	801010	农林牧渔I	801017	畜禽养殖II	8.26	-0.03	中证1000
1151	兴森科技	002436.XSHE	102.368	0.87%	38.01	3.8	801080	电子I	801083	元件II	8.22	0.07	中证1000
1152	瀚叶股份	600226.XSHG	90.079	-1.74%	61.71	2.03	801760	传媒I	801752	互联网传媒II	8.17	-0.14	中证1000
1153	一汽轿车	000800.XSHE	168.7717	1.06%	-85.07	2.18	801880	汽车I	801094	汽车整车II	8.17	0.09	中证1000
1154	盛屯矿业	600711.XSHG	108.9392	-1.48%	68.38	1.22	801050	有色金属I	801054	稀有金属II	8.13	-0.12	中证1000
1155	恒顺醋业	600305.XSHG	109.3065	-1.79%	32.44	4.99	801120	食品饮料I	801124	食品加工II	8.08	-0.14	中证1000
1156	振华重工	600320.XSHG	182.285	0.29%	37.1	1.21	801890	机械设备I	801074	专用设备II	8.08	0.02	中证1000
1157	浪潮软件	600756.XSHG	64.8198	0.3%	41.46	2.76	801750	计算机I	801222	计算机应用II	8.04	0.02	中证1000
1158	中航善达	000043.XSHE	130.0575	0.87%	79.17	2.72	801180	房地产I	801181	房地产开发II	7.99	0.07	中证1000
1159	五矿稀土	000831.XSHE	115.4506	-2.55%	138.54	5.28	801050	有色金属I	801054	稀有金属II	7.95	-0.2	中证1000
1160	通富微电	002156.XSHE	147.4434	-0.08%	-240.32	2.42	801080	电子I	801081	半导体II	7.95	-0.01	中证1000
1161	航天电器	002025.XSHE	106.6923	0.28%	27.42	3.64	801740	国防军工I	801741	航天装备II	7.9	0.02	中证1000
1162	蓝焰控股	000968.XSHE	98.6853	-0.88%	13.96	2.27	801020	采掘I	801021	煤炭开采II	7.86	-0.07	中证1000
1163	老凤祥	600612.XSHG	250.4688	0.06%	18.12	3.69	801140	轻工制造I	801142	家用轻工II	7.81	0.0	中证1000
1164	梅雁吉祥	600868.XSHG	64.7269	-0.29%	113.69	2.77	801160	公用事业I	801161	电力II	7.81	-0.02	中证1000
1165	山煤国际	600546.XSHG	123.7053	-1.44%	20.14	1.93	801020	采掘I	801021	煤炭开采II	7.77	-0.11	中证1000
1166	远兴能源	000683.XSHE	84.76700000000001	0.0%	8.26	0.84	801030	化工I	801033	化学原料II	7.63	0.0	中证1000
1167	炼石航空	000697.XSHE	74.3479	0.18%	44.26	2.48	801740	国防军工I	801742	航空装备II	7.63	0.01	中证1000
1168	华东电脑	600850.XSHG	99.4124	2.83%	31.9	3.98	801750	计算机I	801222	计算机应用II	7.59	0.21	中证1000
1169	北斗星通	002151.XSHE	101.6105	-0.29%	181.78	2.6	801740	国防军工I	801741	航天装备II	7.54	-0.02	中证1000
1170	祁连山	600720.XSHG	83.8394	-0.83%	7.32	1.27	801710	建筑材料I	801711	水泥制造II	7.54	-0.06	中证1000
1171	家家悦	603708.XSHG	143.5824	-2.54%	29.9	5.11	801200	商业贸易I	801203	一般零售II	7.54	-0.19	中证1000
