	code	name	HY_CODE	HY_NAME
1206	300629.XSHE	新劲刚	HY003	工业
1207	300631.XSHE	久吾高科	HY003	工业
1208	300635.XSHE	中达安	HY003	工业
1209	300648.XSHE	星云股份	HY003	工业
1210	300649.XSHE	杭州园林	HY003	工业
1211	300660.XSHE	江苏雷利	HY003	工业
1212	300662.XSHE	科锐国际	HY003	工业
1213	300664.XSHE	鹏鹞环保	HY003	工业
1214	300668.XSHE	杰恩设计	HY003	工业
1215	300669.XSHE	沪宁股份	HY003	工业
1216	300670.XSHE	大烨智能	HY003	工业
1217	300675.XSHE	建科院	HY003	工业
1218	300681.XSHE	英搏尔	HY003	工业
1219	300688.XSHE	创业黑马	HY003	工业
1220	300690.XSHE	双一科技	HY003	工业
1221	300692.XSHE	中环环保	HY003	工业
1222	300693.XSHE	盛弘股份	HY003	工业
1223	300696.XSHE	爱乐达	HY003	工业
1224	300700.XSHE	岱勒新材	HY003	工业
1225	300712.XSHE	永福股份	HY003	工业
1226	300713.XSHE	英可瑞	HY003	工业
1227	300718.XSHE	长盛轴承	HY003	工业
1228	300719.XSHE	安达维尔	HY003	工业
1229	300720.XSHE	海川智能	HY003	工业
1230	300722.XSHE	新余国科	HY003	工业
1231	300731.XSHE	科创新源	HY003	工业
1232	300732.XSHE	设研院	HY003	工业
1233	300746.XSHE	汉嘉设计	HY003	工业
1234	300750.XSHE	宁德时代	HY003	工业
1235	300751.XSHE	迈为股份	HY003	工业
1236	300757.XSHE	罗博特科	HY003	工业
1237	300763.XSHE	锦浪科技	HY003	工业
1238	300767.XSHE	震安科技	HY003	工业
1239	300769.XSHE	德方纳米	HY003	工业
1240	300772.XSHE	运达股份	HY003	工业
1241	300775.XSHE	三角防务	HY003	工业
1242	300778.XSHE	新城市	HY003	工业
1243	300780.XSHE	德恩精工	HY003	工业
1244	300786.XSHE	国林环保	HY003	工业
1245	300795.XSHE	米奥兰特	HY003	工业
1246	600004.XSHG	白云机场	HY003	工业
1247	600009.XSHG	上海机场	HY003	工业
1248	600012.XSHG	皖通高速	HY003	工业
1249	600017.XSHG	日照港	HY003	工业
1250	600018.XSHG	上港集团	HY003	工业
1251	600020.XSHG	中原高速	HY003	工业
1252	600026.XSHG	中远海能	HY003	工业
1253	600029.XSHG	南方航空	HY003	工业
1254	600031.XSHG	三一重工	HY003	工业
1255	600033.XSHG	福建高速	HY003	工业
1256	600035.XSHG	楚天高速	HY003	工业
1257	600038.XSHG	中直股份	HY003	工业
1258	600039.XSHG	四川路桥	HY003	工业
1259	600051.XSHG	宁波联合	HY003	工业
1260	600057.XSHG	厦门象屿	HY003	工业
1261	600058.XSHG	五矿发展	HY003	工业
1262	600068.XSHG	葛洲坝	HY003	工业
1263	600072.XSHG	中船科技	HY003	工业
1264	600089.XSHG	特变电工	HY003	工业
1265	600093.XSHG	易见股份	HY003	工业
1266	600106.XSHG	重庆路桥	HY003	工业
1267	600112.XSHG	ST天成	HY003	工业
1268	600113.XSHG	浙江东日	HY003	工业
1269	600114.XSHG	东睦股份	HY003	工业
1270	600115.XSHG	东方航空	HY003	工业
1271	600118.XSHG	中国卫星	HY003	工业
1272	600119.XSHG	*ST长投	HY003	工业
1273	600125.XSHG	铁龙物流	HY003	工业
1274	600133.XSHG	东湖高新	HY003	工业
1275	600145.XSHG	*ST新亿	HY003	工业
1276	600149.XSHG	ST坊展	HY003	工业
1277	600150.XSHG	中国船舶	HY003	工业
1278	600152.XSHG	维科技术	HY003	工业
1279	600153.XSHG	建发股份	HY003	工业
1280	600165.XSHG	新日恒力	HY003	工业
1281	600169.XSHG	太原重工	HY003	工业
1282	600170.XSHG	上海建工	HY003	工业
1283	600175.XSHG	美都能源	HY003	工业
1284	600176.XSHG	中国巨石	HY003	工业
1285	600179.XSHG	ST安通	HY003	工业
1286	600180.XSHG	瑞茂通	HY003	工业
1287	600184.XSHG	光电股份	HY003	工业
1288	600190.XSHG	锦州港	HY003	工业
1289	600192.XSHG	长城电工	HY003	工业
1290	600193.XSHG	ST创兴	HY003	工业
1291	600200.XSHG	江苏吴中	HY003	工业
1292	600202.XSHG	哈空调	HY003	工业
1293	600207.XSHG	安彩高科	HY003	工业
1294	600209.XSHG	ST罗顿	HY003	工业
1295	600212.XSHG	江泉实业	HY003	工业
1296	600217.XSHG	中再资环	HY003	工业
1297	600218.XSHG	全柴动力	HY003	工业
1298	600221.XSHG	海航控股	HY003	工业
1299	600233.XSHG	圆通速递	HY003	工业
1300	600234.XSHG	*ST山水	HY003	工业
1301	600243.XSHG	青海华鼎	HY003	工业
1302	600247.XSHG	ST成城	HY003	工业
1303	600248.XSHG	延长化建	HY003	工业
1304	600262.XSHG	北方股份	HY003	工业
1305	600268.XSHG	国电南自	HY003	工业
1306	600269.XSHG	赣粤高速	HY003	工业
1307	600279.XSHG	重庆港九	HY003	工业
1308	600284.XSHG	浦东建设	HY003	工业
1309	600290.XSHG	华仪电气	HY003	工业
1310	600292.XSHG	远达环保	HY003	工业
1311	600295.XSHG	鄂尔多斯	HY003	工业
1312	600301.XSHG	ST南化	HY003	工业
1313	600302.XSHG	标准股份	HY003	工业
1314	600312.XSHG	平高电气	HY003	工业
1315	600313.XSHG	农发种业	HY003	工业
1316	600316.XSHG	洪都航空	HY003	工业
1317	600317.XSHG	营口港	HY003	工业
1318	600320.XSHG	振华重工	HY003	工业
1319	600321.XSHG	ST正源	HY003	工业
1320	600323.XSHG	瀚蓝环境	HY003	工业
1321	600326.XSHG	西藏天路	HY003	工业
1322	600343.XSHG	航天动力	HY003	工业
1323	600350.XSHG	山东高速	HY003	工业
1324	600368.XSHG	五洲交通	HY003	工业
1325	600372.XSHG	中航电子	HY003	工业
1326	600375.XSHG	华菱星马	HY003	工业
1327	600377.XSHG	宁沪高速	HY003	工业
1328	600379.XSHG	宝光股份	HY003	工业
1329	600382.XSHG	广东明珠	HY003	工业
1330	600388.XSHG	龙净环保	HY003	工业
1331	600391.XSHG	航发科技	HY003	工业
1332	600405.XSHG	动力源	HY003	工业
1333	600406.XSHG	国电南瑞	HY003	工业
1334	600416.XSHG	湘电股份	HY003	工业
1335	600428.XSHG	中远海特	HY003	工业
1336	600435.XSHG	北方导航	HY003	工业
1337	600444.XSHG	国机通用	HY003	工业
1338	600455.XSHG	博通股份	HY003	工业
1339	600462.XSHG	*ST九有	HY003	工业
1340	600463.XSHG	空港股份	HY003	工业
1341	600468.XSHG	百利电气	HY003	工业
1342	600475.XSHG	华光股份	HY003	工业
1343	600477.XSHG	杭萧钢构	HY003	工业
1344	600478.XSHG	科力远	HY003	工业
1345	600481.XSHG	双良节能	HY003	工业
1346	600482.XSHG	中国动力	HY003	工业
1347	600491.XSHG	龙元建设	HY003	工业
1348	600495.XSHG	晋西车轴	HY003	工业
1349	600496.XSHG	精工钢构	HY003	工业
1350	600499.XSHG	科达洁能	HY003	工业
1351	600501.XSHG	航天晨光	HY003	工业
1352	600502.XSHG	安徽建工	HY003	工业
1353	600512.XSHG	腾达建设	HY003	工业
1354	600517.XSHG	置信电气	HY003	工业
1355	600520.XSHG	文一科技	HY003	工业
1356	600525.XSHG	长园集团	HY003	工业
1357	600526.XSHG	*ST菲达	HY003	工业
1358	600528.XSHG	中铁工业	HY003	工业
1359	600545.XSHG	卓郎智能	HY003	工业
1360	600548.XSHG	深高速	HY003	工业
1361	600550.XSHG	保变电气	HY003	工业
1362	600560.XSHG	金自天正	HY003	工业
1363	600561.XSHG	江西长运	HY003	工业
1364	600562.XSHG	国睿科技	HY003	工业
1365	600575.XSHG	淮河能源	HY003	工业
1366	600577.XSHG	精达股份	HY003	工业
1367	600579.XSHG	克劳斯	HY003	工业
1368	600580.XSHG	卧龙电驱	HY003	工业
1369	600582.XSHG	天地科技	HY003	工业
1370	600590.XSHG	泰豪科技	HY003	工业
1371	600592.XSHG	龙溪股份	HY003	工业
1372	600601.XSHG	方正科技	HY003	工业
1373	600605.XSHG	汇通能源	HY003	工业
1374	600608.XSHG	ST沪科	HY003	工业
1375	600610.XSHG	*ST毅达	HY003	工业
1376	600611.XSHG	大众交通	HY003	工业
1377	600619.XSHG	海立股份	HY003	工业
1378	600620.XSHG	天宸股份	HY003	工业
1379	600629.XSHG	华建集团	HY003	工业
1380	600639.XSHG	浦东金桥	HY003	工业
1381	600648.XSHG	外高桥	HY003	工业
1382	600650.XSHG	锦江投资	HY003	工业
1383	600662.XSHG	强生控股	HY003	工业
1384	600663.XSHG	陆家嘴	HY003	工业
1385	600666.XSHG	*ST瑞德	HY003	工业
1386	600668.XSHG	尖峰集团	HY003	工业
1387	600677.XSHG	航天通信	HY003	工业
1388	600685.XSHG	中船防务	HY003	工业
1389	600696.XSHG	ST岩石	HY003	工业
1390	600704.XSHG	物产中大	HY003	工业
1391	600710.XSHG	苏美达	HY003	工业
1392	600711.XSHG	盛屯矿业	HY003	工业
1393	600717.XSHG	天津港	HY003	工业
1394	600753.XSHG	东方银星	HY003	工业
1395	600755.XSHG	厦门国贸	HY003	工业
1396	600760.XSHG	中航沈飞	HY003	工业
1397	600761.XSHG	安徽合力	HY003	工业
1398	600764.XSHG	中国海防	HY003	工业
1399	600765.XSHG	中航重机	HY003	工业
1400	600769.XSHG	祥龙电业	HY003	工业
1401	600770.XSHG	综艺股份	HY003	工业
1402	600783.XSHG	鲁信创投	HY003	工业
1403	600784.XSHG	鲁银投资	HY003	工业
1404	600787.XSHG	中储股份	HY003	工业
1405	600794.XSHG	保税科技	HY003	工业
1406	600798.XSHG	宁波海运	HY003	工业
1407	600800.XSHG	天津磁卡	HY003	工业
1408	600805.XSHG	悦达投资	HY003	工业
1409	600815.XSHG	*ST厦工	HY003	工业
1410	600820.XSHG	隧道股份	HY003	工业
1411	600822.XSHG	上海物贸	HY003	工业
1412	600826.XSHG	兰生股份	HY003	工业
1413	600834.XSHG	申通地铁	HY003	工业
1414	600835.XSHG	上海机电	HY003	工业
1415	600836.XSHG	界龙实业	HY003	工业
1416	600841.XSHG	上柴股份	HY003	工业
1417	600843.XSHG	上工申贝	HY003	工业
1418	600846.XSHG	同济科技	HY003	工业
1419	600847.XSHG	万里股份	HY003	工业
1420	600853.XSHG	龙建股份	HY003	工业
1421	600860.XSHG	京城股份	HY003	工业
1422	600862.XSHG	中航高科	HY003	工业
1423	600869.XSHG	智慧能源	HY003	工业
1424	600870.XSHG	ST厦华	HY003	工业
1425	600875.XSHG	东方电气	HY003	工业
1426	600877.XSHG	*ST电能	HY003	工业
1427	600879.XSHG	航天电子	HY003	工业
1428	600885.XSHG	宏发股份	HY003	工业
1429	600893.XSHG	航发动力	HY003	工业
1430	600894.XSHG	广日股份	HY003	工业
1431	600895.XSHG	张江高科	HY003	工业
1432	600897.XSHG	厦门空港	HY003	工业
1433	600939.XSHG	重庆建工	HY003	工业
1434	600967.XSHG	内蒙一机	HY003	工业
1435	600970.XSHG	中材国际	HY003	工业
1436	600973.XSHG	宝胜股份	HY003	工业
1437	600984.XSHG	建设机械	HY003	工业
1438	600990.XSHG	四创电子	HY003	工业
1439	601000.XSHG	唐山港	HY003	工业
1440	601002.XSHG	晋亿实业	HY003	工业
1441	601006.XSHG	大秦铁路	HY003	工业
1442	601008.XSHG	连云港	HY003	工业
1443	601018.XSHG	宁波港	HY003	工业
1444	601021.XSHG	春秋航空	HY003	工业
1445	601038.XSHG	一拖股份	HY003	工业
1446	601068.XSHG	中铝国际	HY003	工业
1447	601100.XSHG	恒立液压	HY003	工业
1448	601106.XSHG	中国一重	HY003	工业
1449	601107.XSHG	四川成渝	HY003	工业
1450	601111.XSHG	中国国航	HY003	工业
1451	601117.XSHG	中国化学	HY003	工业
1452	601126.XSHG	四方股份	HY003	工业
1453	601177.XSHG	杭齿前进	HY003	工业
1454	601179.XSHG	中国西电	HY003	工业
1455	601186.XSHG	中国铁建	HY003	工业
1456	601188.XSHG	龙江交通	HY003	工业
1457	601200.XSHG	上海环境	HY003	工业
1458	601218.XSHG	吉鑫科技	HY003	工业
1459	601222.XSHG	林洋能源	HY003	工业
1460	601226.XSHG	华电重工	HY003	工业
1461	601228.XSHG	广州港	HY003	工业
1462	601298.XSHG	青岛港	HY003	工业
1463	601311.XSHG	骆驼股份	HY003	工业
1464	601326.XSHG	秦港股份	HY003	工业
1465	601330.XSHG	绿色动力	HY003	工业
1466	601333.XSHG	广深铁路	HY003	工业
1467	601369.XSHG	陕鼓动力	HY003	工业
1468	601390.XSHG	中国中铁	HY003	工业
1469	601515.XSHG	东风股份	HY003	工业
1470	601518.XSHG	吉林高速	HY003	工业
1471	601558.XSHG	ST锐电	HY003	工业
1472	601567.XSHG	三星医疗	HY003	工业
1473	601598.XSHG	中国外运	HY003	工业
1474	601606.XSHG	长城军工	HY003	工业
1475	601608.XSHG	中信重工	HY003	工业
1476	601611.XSHG	中国核建	HY003	工业
1477	601615.XSHG	明阳智能	HY003	工业
1478	601616.XSHG	广电电气	HY003	工业
1479	601618.XSHG	中国中冶	HY003	工业
1480	601668.XSHG	中国建筑	HY003	工业
1481	601669.XSHG	中国电建	HY003	工业
1482	601700.XSHG	风范股份	HY003	工业
1483	601717.XSHG	郑煤机	HY003	工业
1484	601727.XSHG	上海电气	HY003	工业
1485	601766.XSHG	中国中车	HY003	工业
1486	601789.XSHG	宁波建工	HY003	工业
1487	601800.XSHG	中国交建	HY003	工业
1488	601866.XSHG	中远海发	HY003	工业
1489	601872.XSHG	招商轮船	HY003	工业
1490	601877.XSHG	正泰电器	HY003	工业
1491	601880.XSHG	大连港	HY003	工业
1492	601882.XSHG	海天精工	HY003	工业
1493	601886.XSHG	江河集团	HY003	工业
1494	601890.XSHG	亚星锚链	HY003	工业
1495	601919.XSHG	中远海控	HY003	工业
1496	601975.XSHG	招商南油	HY003	工业
1497	601989.XSHG	中国重工	HY003	工业
1498	603007.XSHG	花王股份	HY003	工业
1499	603011.XSHG	合锻智能	HY003	工业
1500	603012.XSHG	创力集团	HY003	工业
1501	603015.XSHG	弘讯科技	HY003	工业
1502	603016.XSHG	新宏泰	HY003	工业
1503	603017.XSHG	中衡设计	HY003	工业
1504	603018.XSHG	中设集团	HY003	工业
1505	603025.XSHG	大豪科技	HY003	工业
1506	603029.XSHG	天鹅股份	HY003	工业
1507	603030.XSHG	全筑股份	HY003	工业
1508	603032.XSHG	德新交运	HY003	工业
1509	603038.XSHG	华立股份	HY003	工业
1510	603050.XSHG	科林电气	HY003	工业
1511	603056.XSHG	德邦股份	HY003	工业
1512	603058.XSHG	永吉股份	HY003	工业
1513	603060.XSHG	国检集团	HY003	工业
1514	603063.XSHG	禾望电气	HY003	工业
1515	603066.XSHG	音飞储存	HY003	工业
1516	603069.XSHG	海汽集团	HY003	工业
1517	603076.XSHG	乐惠国际	HY003	工业
1518	603081.XSHG	大丰实业	HY003	工业
1519	603085.XSHG	天成自控	HY003	工业
1520	603088.XSHG	宁波精达	HY003	工业
1521	603090.XSHG	宏盛股份	HY003	工业
1522	603098.XSHG	森特股份	HY003	工业
1523	603100.XSHG	川仪股份	HY003	工业
1524	603111.XSHG	康尼机电	HY003	工业
1525	603117.XSHG	万林物流	HY003	工业
1526	603126.XSHG	中材节能	HY003	工业
1527	603128.XSHG	华贸物流	HY003	工业
1528	603131.XSHG	上海沪工	HY003	工业
1529	603159.XSHG	上海亚虹	HY003	工业
1530	603167.XSHG	渤海轮渡	HY003	工业
1531	603169.XSHG	兰石重装	HY003	工业
1532	603177.XSHG	德创环保	HY003	工业
1533	603183.XSHG	建研院	HY003	工业
1534	603185.XSHG	上机数控	HY003	工业
1535	603187.XSHG	海容冷链	HY003	工业
1536	603200.XSHG	上海洗霸	HY003	工业
1537	603203.XSHG	快克股份	HY003	工业
1538	603218.XSHG	日月股份	HY003	工业
1539	603223.XSHG	恒通股份	HY003	工业
1540	603256.XSHG	宏和科技	HY003	工业
1541	603269.XSHG	海鸥股份	HY003	工业
1542	603277.XSHG	银都股份	HY003	工业
1543	603279.XSHG	景津环保	HY003	工业
1544	603283.XSHG	赛腾股份	HY003	工业
1545	603289.XSHG	泰瑞机器	HY003	工业
1546	603297.XSHG	永新光学	HY003	工业
1547	603298.XSHG	杭叉集团	HY003	工业
1548	603300.XSHG	华铁应急	HY003	工业
1549	603308.XSHG	应流股份	HY003	工业
1550	603315.XSHG	福鞍股份	HY003	工业
1551	603316.XSHG	诚邦股份	HY003	工业
1552	603318.XSHG	派思股份	HY003	工业
1553	603320.XSHG	迪贝电气	HY003	工业
1554	603321.XSHG	梅轮电梯	HY003	工业
1555	603329.XSHG	上海雅仕	HY003	工业
1556	603331.XSHG	百达精工	HY003	工业
1557	603333.XSHG	尚纬股份	HY003	工业
1558	603337.XSHG	杰克股份	HY003	工业
1559	603338.XSHG	浙江鼎力	HY003	工业
1560	603339.XSHG	四方科技	HY003	工业
1561	603356.XSHG	华菱精工	HY003	工业
1562	603357.XSHG	设计总院	HY003	工业
1563	603359.XSHG	东珠生态	HY003	工业
1564	603385.XSHG	惠达卫浴	HY003	工业
1565	603388.XSHG	元成股份	HY003	工业
1566	603396.XSHG	金辰股份	HY003	工业
1567	603416.XSHG	信捷电气	HY003	工业
1568	603429.XSHG	集友股份	HY003	工业
1569	603458.XSHG	勘设股份	HY003	工业
1570	603466.XSHG	风语筑	HY003	工业
1571	603488.XSHG	展鹏科技	HY003	工业
1572	603500.XSHG	祥和实业	HY003	工业
1573	603507.XSHG	振江股份	HY003	工业
1574	603530.XSHG	神马电力	HY003	工业
1575	603535.XSHG	嘉诚国际	HY003	工业
1576	603556.XSHG	海兴电力	HY003	工业
1577	603568.XSHG	伟明环保	HY003	工业
1578	603569.XSHG	长久物流	HY003	工业
1579	603577.XSHG	汇金通	HY003	工业
1580	603583.XSHG	捷昌驱动	HY003	工业
1581	603588.XSHG	高能环境	HY003	工业
1582	603603.XSHG	博天环境	HY003	工业
1583	603606.XSHG	东方电缆	HY003	工业
1584	603611.XSHG	诺力股份	HY003	工业
1585	603616.XSHG	韩建河山	HY003	工业
1586	603617.XSHG	君禾股份	HY003	工业
1587	603618.XSHG	杭电股份	HY003	工业
1588	603628.XSHG	清源股份	HY003	工业
1589	603637.XSHG	镇海股份	HY003	工业
1590	603638.XSHG	艾迪精密	HY003	工业
1591	603648.XSHG	畅联股份	HY003	工业
1592	603656.XSHG	泰禾光电	HY003	工业
1593	603662.XSHG	柯力传感	HY003	工业
1594	603666.XSHG	亿嘉和	HY003	工业
1595	603667.XSHG	五洲新春	HY003	工业
1596	603677.XSHG	奇精机械	HY003	工业
1597	603679.XSHG	华体科技	HY003	工业
1598	603680.XSHG	今创集团	HY003	工业
1599	603686.XSHG	龙马环卫	HY003	工业
1600	603690.XSHG	至纯科技	HY003	工业
1601	603698.XSHG	航天工程	HY003	工业
1602	603699.XSHG	纽威股份	HY003	工业
1603	603700.XSHG	宁波水表	HY003	工业
1604	603703.XSHG	盛洋科技	HY003	工业
1605	603713.XSHG	密尔克卫	HY003	工业
1606	603717.XSHG	天域生态	HY003	工业
1607	603725.XSHG	天安新材	HY003	工业
1608	603726.XSHG	朗迪集团	HY003	工业
1609	603728.XSHG	鸣志电器	HY003	工业
1610	603757.XSHG	大元泵业	HY003	工业
1611	603776.XSHG	永安行	HY003	工业
1612	603778.XSHG	乾景园林	HY003	工业
1613	603789.XSHG	星光农机	HY003	工业
1614	603797.XSHG	联泰环保	HY003	工业
1615	603813.XSHG	原尚股份	HY003	工业
1616	603815.XSHG	交建股份	HY003	工业
1617	603819.XSHG	神力股份	HY003	工业
1618	603828.XSHG	柯利达	HY003	工业
1619	603829.XSHG	洛凯股份	HY003	工业
1620	603843.XSHG	正平股份	HY003	工业
1621	603855.XSHG	华荣股份	HY003	工业
1622	603856.XSHG	东宏股份	HY003	工业
1623	603859.XSHG	能科股份	HY003	工业
1624	603860.XSHG	中公高科	HY003	工业
1625	603861.XSHG	白云电器	HY003	工业
1626	603871.XSHG	嘉友国际	HY003	工业
1627	603885.XSHG	吉祥航空	HY003	工业
1628	603887.XSHG	城地股份	HY003	工业
1629	603895.XSHG	天永智能	HY003	工业
1630	603897.XSHG	长城科技	HY003	工业
1631	603899.XSHG	晨光文具	HY003	工业
1632	603901.XSHG	永创智能	HY003	工业
1633	603903.XSHG	中持股份	HY003	工业
1634	603909.XSHG	合诚股份	HY003	工业
1635	603912.XSHG	佳力图	HY003	工业
1636	603915.XSHG	国茂股份	HY003	工业
1637	603917.XSHG	合力科技	HY003	工业
1638	603929.XSHG	亚翔集成	HY003	工业
1639	603933.XSHG	睿能科技	HY003	工业
1640	603955.XSHG	大千生态	HY003	工业
1641	603956.XSHG	威派格	HY003	工业
1642	603959.XSHG	百利科技	HY003	工业
1643	603960.XSHG	克来机电	HY003	工业
1644	603966.XSHG	法兰泰克	HY003	工业
1645	603967.XSHG	中创物流	HY003	工业
1646	603970.XSHG	中农立华	HY003	工业
1647	603979.XSHG	金诚信	HY003	工业
1648	603985.XSHG	恒润股份	HY003	工业
1649	603988.XSHG	中电电机	HY003	工业
1650	603992.XSHG	松霖科技	HY003	工业
1651	688003.XSHG	天准科技	HY003	工业
1652	688006.XSHG	杭可科技	HY003	工业
1653	688009.XSHG	中国通号	HY003	工业
1654	688011.XSHG	新光光电	HY003	工业
1655	688015.XSHG	交控科技	HY003	工业
1656	688022.XSHG	瀚川智能	HY003	工业
1657	688028.XSHG	沃尔德	HY003	工业
1658	688033.XSHG	天宜上佳	HY003	工业
1659	688333.XSHG	铂力特	HY003	工业
1660	000016.XSHE	深康佳A	HY004	可选消费
1661	000017.XSHE	深中华A	HY004	可选消费
1662	000020.XSHE	深华发A	HY004	可选消费
1663	000025.XSHE	特力A	HY004	可选消费
1664	000026.XSHE	飞亚达A	HY004	可选消费
1665	000030.XSHE	富奥股份	HY004	可选消费
1666	000038.XSHE	深大通	HY004	可选消费
1667	000062.XSHE	深圳华强	HY004	可选消费
1668	000069.XSHE	华侨城A	HY004	可选消费
1669	000156.XSHE	华数传媒	HY004	可选消费
1670	000333.XSHE	美的集团	HY004	可选消费
1671	000417.XSHE	合肥百货	HY004	可选消费
1672	000419.XSHE	通程控股	HY004	可选消费
1673	000428.XSHE	华天酒店	HY004	可选消费
1674	000430.XSHE	张家界	HY004	可选消费
1675	000501.XSHE	鄂武商A	HY004	可选消费
1676	000521.XSHE	长虹美菱	HY004	可选消费
1677	000524.XSHE	岭南控股	HY004	可选消费
1678	000526.XSHE	紫光学大	HY004	可选消费
1679	000533.XSHE	顺钠股份	HY004	可选消费
1680	000541.XSHE	佛山照明	HY004	可选消费
1681	000550.XSHE	江铃汽车	HY004	可选消费
1682	000558.XSHE	莱茵体育	HY004	可选消费
1683	000559.XSHE	万向钱潮	HY004	可选消费
1684	000564.XSHE	供销大集	HY004	可选消费
1685	000572.XSHE	*ST海马	HY004	可选消费
1686	000581.XSHE	威孚高科	HY004	可选消费
1687	000587.XSHE	金洲慈航	HY004	可选消费
1688	000589.XSHE	贵州轮胎	HY004	可选消费
1689	000599.XSHE	青岛双星	HY004	可选消费
1690	000607.XSHE	华媒控股	HY004	可选消费
1691	000610.XSHE	西安旅游	HY004	可选消费
1692	000611.XSHE	*ST天首	HY004	可选消费
1693	000613.XSHE	大东海A	HY004	可选消费
1694	000622.XSHE	恒立实业	HY004	可选消费
1695	000625.XSHE	长安汽车	HY004	可选消费
1696	000651.XSHE	格力电器	HY004	可选消费
1697	000663.XSHE	永安林业	HY004	可选消费
1698	000665.XSHE	湖北广电	HY004	可选消费
1699	000673.XSHE	当代东方	HY004	可选消费
1700	000678.XSHE	襄阳轴承	HY004	可选消费
1701	000679.XSHE	大连友谊	HY004	可选消费
1702	000681.XSHE	视觉中国	HY004	可选消费
1703	000700.XSHE	模塑科技	HY004	可选消费
1704	000701.XSHE	厦门信达	HY004	可选消费
1705	000715.XSHE	中兴商业	HY004	可选消费
1706	000719.XSHE	中原传媒	HY004	可选消费
1707	000721.XSHE	西安饮食	HY004	可选消费
1708	000726.XSHE	鲁泰A	HY004	可选消费
1709	000753.XSHE	漳州发展	HY004	可选消费
1710	000757.XSHE	浩物股份	HY004	可选消费
1711	000760.XSHE	*ST斯太	HY004	可选消费
1712	000785.XSHE	武汉中商	HY004	可选消费
1713	000793.XSHE	华闻集团	HY004	可选消费
1714	000796.XSHE	凯撒旅游	HY004	可选消费
1715	000800.XSHE	一汽轿车	HY004	可选消费
1716	000801.XSHE	四川九洲	HY004	可选消费
1717	000802.XSHE	北京文化	HY004	可选消费
1718	000810.XSHE	创维数字	HY004	可选消费
1719	000839.XSHE	中信国安	HY004	可选消费
1720	000850.XSHE	华茂股份	HY004	可选消费
1721	000851.XSHE	高鸿股份	HY004	可选消费
1722	000868.XSHE	*ST安凯	HY004	可选消费
1723	000882.XSHE	华联股份	HY004	可选消费
1724	000887.XSHE	中鼎股份	HY004	可选消费
1725	000888.XSHE	峨眉山A	HY004	可选消费
1726	000892.XSHE	欢瑞世纪	HY004	可选消费
1727	000901.XSHE	航天科技	HY004	可选消费
1728	000909.XSHE	数源科技	HY004	可选消费
1729	000913.XSHE	钱江摩托	HY004	可选消费
1730	000917.XSHE	电广传媒	HY004	可选消费
1731	000921.XSHE	海信家电	HY004	可选消费
1732	000927.XSHE	一汽夏利	HY004	可选消费
1733	000955.XSHE	欣龙控股	HY004	可选消费
1734	000957.XSHE	中通客车	HY004	可选消费
1735	000978.XSHE	桂林旅游	HY004	可选消费
1736	000980.XSHE	众泰汽车	HY004	可选消费
1737	000981.XSHE	ST银亿	HY004	可选消费
1738	000982.XSHE	*ST中绒	HY004	可选消费
1739	000996.XSHE	中国中期	HY004	可选消费
1740	001696.XSHE	宗申动力	HY004	可选消费
1741	002003.XSHE	伟星股份	HY004	可选消费
1742	002024.XSHE	苏宁易购	HY004	可选消费
1743	002027.XSHE	分众传媒	HY004	可选消费
1744	002029.XSHE	七匹狼	HY004	可选消费
1745	002032.XSHE	苏泊尔	HY004	可选消费
1746	002033.XSHE	丽江旅游	HY004	可选消费
1747	002035.XSHE	华帝股份	HY004	可选消费
1748	002042.XSHE	华孚时尚	HY004	可选消费
1749	002045.XSHE	国光电器	HY004	可选消费
1750	002048.XSHE	宁波华翔	HY004	可选消费
1751	002052.XSHE	同洲电子	HY004	可选消费
1752	002059.XSHE	云南旅游	HY004	可选消费
1753	002071.XSHE	长城影视	HY004	可选消费
1754	002076.XSHE	雪莱特	HY004	可选消费
1755	002083.XSHE	孚日股份	HY004	可选消费
1756	002085.XSHE	万丰奥威	HY004	可选消费
1757	002087.XSHE	新野纺织	HY004	可选消费
1758	002098.XSHE	浔兴股份	HY004	可选消费
1759	002101.XSHE	广东鸿图	HY004	可选消费
1760	002105.XSHE	信隆健康	HY004	可选消费
1761	002115.XSHE	三维通信	HY004	可选消费
1762	002126.XSHE	银轮股份	HY004	可选消费
1763	002127.XSHE	南极电商	HY004	可选消费
1764	002131.XSHE	利欧股份	HY004	可选消费
1765	002137.XSHE	麦达数字	HY004	可选消费
1766	002143.XSHE	印纪退	HY004	可选消费
1767	002144.XSHE	宏达高科	HY004	可选消费
1768	002154.XSHE	报喜鸟	HY004	可选消费
1769	002159.XSHE	三特索道	HY004	可选消费
1770	002175.XSHE	*ST东网	HY004	可选消费
1771	002181.XSHE	粤传媒	HY004	可选消费
1772	002186.XSHE	全聚德	HY004	可选消费
1773	002187.XSHE	广百股份	HY004	可选消费
1774	002193.XSHE	如意集团	HY004	可选消费
1775	002213.XSHE	特尔佳	HY004	可选消费
1776	002238.XSHE	天威视讯	HY004	可选消费
1777	002239.XSHE	奥特佳	HY004	可选消费
1778	002242.XSHE	九阳股份	HY004	可选消费
1779	002260.XSHE	*ST德奥	HY004	可选消费
1780	002261.XSHE	拓维信息	HY004	可选消费
1781	002265.XSHE	西仪股份	HY004	可选消费
