	code	name	market_cap
1324	600391.XSHG	航发科技	56.5181
1325	600392.XSHG	盛和资源	196.9297
1326	600393.XSHG	粤泰股份	86.2324
1327	600398.XSHG	海澜之家	425.9164
1328	600400.XSHG	红豆股份	110.1967
1329	600406.XSHG	国电南瑞	978.0396
1330	600409.XSHG	三友化工	161.0193
1331	600410.XSHG	华胜天成	101.6338
1332	600415.XSHG	小商品城	265.0845
1333	600416.XSHG	湘电股份	69.4242
1334	600418.XSHG	江淮汽车	129.3132
1335	600419.XSHG	天润乳业	32.0199
1336	600420.XSHG	现代制药	113.3331
1337	600422.XSHG	昆药集团	108.3359
1338	600426.XSHG	华鲁恒升	264.8202
1339	600428.XSHG	中远海特	94.0233
1340	600435.XSHG	北方导航	156.8254
1341	600436.XSHG	片仔癀	700.5116
1342	600438.XSHG	通威股份	489.1789
1343	600439.XSHG	瑞贝卡	43.4682
1344	600446.XSHG	金证股份	246.6632
1345	600449.XSHG	宁夏建材	47.3399
1346	600456.XSHG	宝钛股份	99.7786
1347	600458.XSHG	时代新材	91.0373
1348	600459.XSHG	贵研铂业	79.8379
1349	600460.XSHG	士兰微	209.6674
1350	600466.XSHG	蓝光发展	232.1636
1351	600467.XSHG	好当家	45.7291
1352	600477.XSHG	杭萧钢构	86.6689
1353	600478.XSHG	科力远	97.5436
1354	600479.XSHG	千金药业	45.9939
1355	600480.XSHG	凌云股份	50.8314
1356	600482.XSHG	中国动力	452.5791
1357	600486.XSHG	扬农化工	190.03
1358	600487.XSHG	亨通光电	401.4873
1359	600489.XSHG	中金黄金	291.6211
1360	600490.XSHG	鹏欣资源	123.0965
1361	600491.XSHG	龙元建设	119.4741
1362	600495.XSHG	晋西车轴	69.7126
1363	600498.XSHG	烽火通信	361.2454
1364	600499.XSHG	科达洁能	82.1724
1365	600500.XSHG	中化国际	173.0984
1366	600501.XSHG	航天晨光	42.3811
1367	600502.XSHG	安徽水利	88.2955
1368	600503.XSHG	华丽家族	71.9428
1369	600507.XSHG	方大特钢	214.00099999999998
1370	600508.XSHG	上海能源	78.6317
1371	600511.XSHG	国药股份	208.5295
1372	600512.XSHG	腾达建设	45.4088
1373	600516.XSHG	方大炭素	471.7297
1374	600518.XSHG	康美药业	547.1248
1375	600519.XSHG	贵州茅台	11393.7139
1376	600521.XSHG	华海药业	202.0104
1377	600522.XSHG	中天科技	307.5271
1378	600523.XSHG	贵航股份	56.9675
1379	600525.XSHG	长园集团	99.4074
1380	600526.XSHG	菲达环保	30.4904
1381	600528.XSHG	中铁工业	292.5783
1382	600529.XSHG	山东药玻	104.2044
1383	600530.XSHG	交大昂立	46.8
1384	600531.XSHG	豫光金铅	53.0948
1385	600533.XSHG	栖霞建设	40.32
1386	600535.XSHG	天士力	345.0392
1387	600536.XSHG	中国软件	266.0748
1388	600545.XSHG	卓郎智能	158.8356
1389	600546.XSHG	山煤国际	107.0526
1390	600547.XSHG	山东黄金	662.4313
1391	600549.XSHG	厦门钨业	212.2786
1392	600550.XSHG	保变电气	93.3655
1393	600552.XSHG	凯盛科技	44.3817
1394	600557.XSHG	康缘药业	85.9947
1395	600559.XSHG	老白干酒	126.1724
1396	600562.XSHG	国睿科技	109.8449
1397	600563.XSHG	法拉电子	101.295
1398	600565.XSHG	迪马股份	114.6488
1399	600566.XSHG	济川药业	292.1449
1400	600567.XSHG	山鹰纸业	181.5496
1401	600568.XSHG	中珠医疗	62.3768
1402	600569.XSHG	安阳钢铁	87.6089
1403	600570.XSHG	恒生电子	552.4414
1404	600571.XSHG	信雅达	50.5191
1405	600572.XSHG	康恩贝	262.4643
1406	600575.XSHG	皖江物流	120.4741
1407	600577.XSHG	精达股份	70.5156
1408	600580.XSHG	卧龙电驱	130.0919
1409	600581.XSHG	八一钢铁	75.4186
1410	600582.XSHG	天地科技	171.3376
1411	600583.XSHG	海油工程	274.5661
1412	600584.XSHG	长电科技	217.5101
1413	600585.XSHG	海螺水泥	2225.7070000000003
1414	600587.XSHG	新华医疗	61.4113
1415	600588.XSHG	用友网络	626.4413
1416	600590.XSHG	泰豪科技	66.7916
1417	600594.XSHG	益佰制药	55.8309
1418	600595.XSHG	中孚实业	51.3841
1419	600596.XSHG	新安股份	104.193
1420	600597.XSHG	光明乳业	134.8161
1421	600598.XSHG	北大荒	178.1235
1422	600600.XSHG	青岛啤酒	637.3937
1423	600602.XSHG	云赛智联	147.2984
1424	600604.XSHG	市北高新	266.0093
1425	600606.XSHG	绿地控股	945.4656
1426	600611.XSHG	大众交通	120.8067
1427	600612.XSHG	老凤祥	245.2899
1428	600614.XSHG	鹏起科技	121.1167
1429	600616.XSHG	金枫酒业	31.5976
1430	600618.XSHG	氯碱化工	108.7016
1431	600619.XSHG	海立股份	92.6086
1432	600621.XSHG	华鑫股份	165.7125
1433	600622.XSHG	光大嘉宝	108.9002
1434	600623.XSHG	华谊集团	210.5297
1435	600624.XSHG	复旦复华	84.6304
1436	600626.XSHG	申达股份	58.4672
1437	600630.XSHG	龙头股份	40.0644
1438	600633.XSHG	浙数文化	133.4472
1439	600637.XSHG	东方明珠	420.5094
1440	600638.XSHG	新黄浦	72.0535
1441	600639.XSHG	浦东金桥	182.9533
1442	600640.XSHG	号百控股	135.4274
1443	600641.XSHG	万业企业	96.0135
1444	600642.XSHG	申能股份	261.28700000000003
1445	600643.XSHG	爱建集团	202.9025
1446	600645.XSHG	中源协和	92.962
1447	600648.XSHG	外高桥	271.8026
1448	600649.XSHG	城投控股	204.6427
1449	600650.XSHG	锦江投资	71.6542
1450	600652.XSHG	游久游戏	36.639
1451	600655.XSHG	豫园股份	384.2253
1452	600657.XSHG	信达地产	159.1348
1453	600660.XSHG	福耀玻璃	653.4949
1454	600661.XSHG	昂立教育	61.3214
1455	600662.XSHG	强生控股	59.831
1456	600663.XSHG	陆家嘴	638.7479
1457	600664.XSHG	哈药股份	147.1138
1458	600667.XSHG	太极实业	155.6475
1459	600668.XSHG	尖峰集团	51.8878
1460	600673.XSHG	东阳光	296.8689
1461	600674.XSHG	川投能源	412.4806
1462	600675.XSHG	中华企业	331.2233
1463	600676.XSHG	交运股份	61.2982
1464	600677.XSHG	航天通信	84.3737
1465	600681.XSHG	百川能源	143.071
1466	600684.XSHG	珠江实业	43.8679
1467	600686.XSHG	金龙汽车	61.766000000000005
1468	600687.XSHG	ST刚泰	66.09899999999999
1469	600688.XSHG	上海石化	599.6393
1470	600690.XSHG	青岛海尔	1092.1835
1471	600693.XSHG	东百集团	54.7022
1472	600694.XSHG	大商股份	90.1716
1473	600699.XSHG	均胜电子	255.8334
1474	600702.XSHG	舍得酒业	103.2138
1475	600703.XSHG	三安光电	526.1168
1476	600704.XSHG	物产中大	262.7076
1477	600705.XSHG	中航资本	587.9493
1478	600707.XSHG	彩虹股份	219.6095
1479	600708.XSHG	光明地产	144.8614
1480	600711.XSHG	盛屯矿业	118.8152
1481	600713.XSHG	南京医药	54.9971
1482	600715.XSHG	文投控股	97.7508
1483	600717.XSHG	天津港	152.2365
1484	600718.XSHG	东软集团	181.2618
1485	600720.XSHG	祁连山	69.8661
1486	600721.XSHG	百花村	27.0261
1487	600728.XSHG	佳都科技	182.9233
1488	600729.XSHG	重庆百货	158.4648
1489	600734.XSHG	实达集团	53.4977
1490	600735.XSHG	新华锦	33.9521
1491	600736.XSHG	苏州高新	107.1854
1492	600737.XSHG	中粮糖业	246.6092
1493	600739.XSHG	辽宁成大	223.7965
1494	600740.XSHG	山西焦化	159.4883
1495	600741.XSHG	华域汽车	742.4665
1496	600742.XSHG	一汽富维	72.8994
1497	600743.XSHG	华远地产	75.0752
1498	600745.XSHG	闻泰科技	220.3667
1499	600748.XSHG	上实发展	197.1838
1500	600750.XSHG	江中药业	78.24600000000001
1501	600751.XSHG	海航科技	111.6245
1502	600754.XSHG	锦江股份	281.8249
1503	600755.XSHG	厦门国贸	164.1914
1504	600756.XSHG	浪潮软件	91.8172
1505	600757.XSHG	长江传媒	90.4169
1506	600758.XSHG	红阳能源	65.7043
1507	600759.XSHG	洲际油气	81.0336
1508	600760.XSHG	中航沈飞	458.2074
1509	600763.XSHG	通策医疗	211.4621
1510	600764.XSHG	中国海防	121.0081
1511	600765.XSHG	中航重机	84.4133
1512	600770.XSHG	综艺股份	88.66
1513	600771.XSHG	广誉远	124.9544
1514	600773.XSHG	西藏城投	63.6057
1515	600777.XSHG	新潮能源	178.85299999999998
1516	600779.XSHG	水井坊	221.4089
1517	600781.XSHG	辅仁药业	99.0909
1518	600782.XSHG	新钢股份	205.6726
1519	600783.XSHG	鲁信创投	166.5876
1520	600787.XSHG	中储股份	152.0063
1521	600789.XSHG	鲁抗医药	71.0278
1522	600795.XSHG	国电电力	554.1412
1523	600797.XSHG	浙大网新	109.8483
1524	600798.XSHG	宁波海运	58.2756
1525	600800.XSHG	天津磁卡	52.7527
1526	600801.XSHG	华新水泥	414.5277
1527	600803.XSHG	新奥股份	145.3099
1528	600804.XSHG	鹏博士	161.7243
1529	600808.XSHG	马钢股份	304.947
1530	600809.XSHG	山西汾酒	494.4859
1531	600811.XSHG	东方集团	160.8411
1532	600812.XSHG	华北制药	86.7588
1533	600814.XSHG	杭州解百	44.2602
1534	600816.XSHG	安信信托	389.9495
1535	600818.XSHG	中路股份	48.9887
1536	600820.XSHG	隧道股份	236.7504
1537	600823.XSHG	世茂股份	205.9391
1538	600827.XSHG	百联股份	187.6945
1539	600828.XSHG	茂业商业	110.6737
1540	600829.XSHG	人民同泰	48.4787
1541	600835.XSHG	上海机电	186.4454
1542	600837.XSHG	海通证券	1644.743
1543	600839.XSHG	四川长虹	164.3383
1544	600845.XSHG	宝信软件	289.0729
1545	600846.XSHG	同济科技	64.7878
1546	600848.XSHG	上海临港	403.7309
1547	600851.XSHG	海欣股份	109.8422
1548	600855.XSHG	航天长峰	52.9103
1549	600856.XSHG	中天能源	61.4994
1550	600859.XSHG	王府井	143.5287
1551	600862.XSHG	中航高科	148.499
1552	600863.XSHG	内蒙华电	169.5898
1553	600867.XSHG	通化东宝	340.2863
1554	600868.XSHG	梅雁吉祥	90.1621
1555	600869.XSHG	智慧能源	124.2838
1556	600872.XSHG	中炬高新	273.2466
1557	600873.XSHG	梅花生物	174.6794
1558	600874.XSHG	创业环保	136.3003
1559	600875.XSHG	东方电气	428.3854
1560	600876.XSHG	洛阳玻璃	86.2088
1561	600879.XSHG	航天电子	193.3402
1562	600881.XSHG	亚泰集团	127.3574
1563	600884.XSHG	杉杉股份	166.8429
1564	600885.XSHG	宏发股份	205.0329
1565	600886.XSHG	国投电力	600.5631
1566	600887.XSHG	伊利股份	1823.4384
1567	600893.XSHG	航发动力	587.8844
1568	600895.XSHG	张江高科	336.3754
1569	600897.XSHG	厦门空港	72.33800000000001
1570	600900.XSHG	长江电力	3654.2
1571	600901.XSHG	江苏租赁	225.4921
1572	600908.XSHG	无锡银行	122.5378
1573	600909.XSHG	华安证券	259.9878
1574	600917.XSHG	重庆燃气	124.9468
1575	600919.XSHG	江苏银行	838.1271
1576	600926.XSHG	杭州银行	446.8405
1577	600929.XSHG	湖南盐业	85.9015
1578	600933.XSHG	爱柯迪	81.7215
1579	600939.XSHG	重庆建工	119.3941
1580	600958.XSHG	东方证券	806.3685
1581	600959.XSHG	江苏有线	267.2309
1582	600963.XSHG	岳阳林纸	71.5639
1583	600966.XSHG	博汇纸业	49.5969
1584	600967.XSHG	内蒙一机	203.0937
1585	600970.XSHG	中材国际	147.3419
1586	600971.XSHG	恒源煤电	85.6003
1587	600975.XSHG	新五丰	92.0925
1588	600977.XSHG	中国电影	353.9832
1589	600978.XSHG	宜华生活	71.6226
1590	600985.XSHG	淮北矿业	279.3722
1591	600986.XSHG	科达股份	76.3531
1592	600987.XSHG	航民股份	84.0803
1593	600988.XSHG	赤峰黄金	62.7608
1594	600990.XSHG	四创电子	90.0954
1595	600993.XSHG	马应龙	73.193
1596	600995.XSHG	文山电力	44.503
1597	600996.XSHG	贵广网络	106.2377
1598	600997.XSHG	开滦股份	108.9231
1599	600998.XSHG	九州通	292.1645
1600	600999.XSHG	招商证券	1197.1844
1601	601000.XSHG	唐山港	183.7038
1602	601001.XSHG	大同煤业	86.0282
1603	601003.XSHG	柳钢股份	191.4407
1604	601005.XSHG	重庆钢铁	201.5604
1605	601006.XSHG	大秦铁路	1256.2439
1606	601009.XSHG	南京银行	761.7023
1607	601011.XSHG	宝泰隆	110.5132
1608	601012.XSHG	隆基股份	756.0264
1609	601015.XSHG	陕西黑猫	80.6119
1610	601016.XSHG	节能风电	130.069
1611	601018.XSHG	宁波港	679.7189
1612	601019.XSHG	山东出版	184.482
1613	601020.XSHG	华钰矿业	65.0033
1614	601021.XSHG	春秋航空	369.5098
1615	601038.XSHG	一拖股份	61.2213
1616	601058.XSHG	赛轮轮胎	91.5795
1617	601066.XSHG	中信建投	1847.3667
1618	601069.XSHG	西部黄金	92.538
1619	601088.XSHG	中国神华	3979.9131
1620	601098.XSHG	中南传媒	228.6308
1621	601099.XSHG	太平洋	284.2404
1622	601100.XSHG	恒立液压	268.3926
1623	601101.XSHG	昊华能源	85.4399
1624	601106.XSHG	中国一重	271.5682
1625	601108.XSHG	财通证券	442.8826
1626	601111.XSHG	中国国航	1551.2502
1627	601113.XSHG	华鼎股份	96.6489
1628	601116.XSHG	三江购物	71.9102
1629	601117.XSHG	中国化学	332.9775
1630	601126.XSHG	四方股份	60.6626
1631	601127.XSHG	小康股份	157.2254
1632	601128.XSHG	常熟银行	211.7683
1633	601137.XSHG	博威合金	60.903
1634	601138.XSHG	工业富联	3052.7715
1635	601139.XSHG	深圳燃气	179.81799999999998
1636	601155.XSHG	新城控股	940.377
1637	601158.XSHG	重庆水务	291.36
1638	601163.XSHG	三角轮胎	110.72
1639	601166.XSHG	兴业银行	3980.335
1640	601168.XSHG	西部矿业	162.9972
1641	601169.XSHG	北京银行	1332.0081
1642	601179.XSHG	中国西电	223.4885
1643	601186.XSHG	中国铁建	1582.0166
1644	601198.XSHG	东兴证券	372.8763
1645	601200.XSHG	上海环境	108.9646
1646	601211.XSHG	国泰君安	1748.0175
1647	601212.XSHG	白银有色	322.151
1648	601216.XSHG	君正集团	342.5835
1649	601222.XSHG	林洋能源	102.0153
1650	601225.XSHG	陕西煤业	915.0
1651	601228.XSHG	广州港	318.3295
1652	601229.XSHG	上海银行	1356.1771
1653	601231.XSHG	环旭电子	310.5043
1654	601238.XSHG	广汽集团	1373.3658
1655	601288.XSHG	农业银行	13229.3584
1656	601311.XSHG	骆驼股份	118.7747
1657	601318.XSHG	中国平安	14927.6455
1658	601326.XSHG	秦港股份	236.9063
1659	601328.XSHG	交通银行	4671.1255
1660	601330.XSHG	绿色动力	154.4396
1661	601333.XSHG	广深铁路	253.5906
1662	601336.XSHG	新华保险	1862.3693
1663	601360.XSHG	三六零	1682.2205
1664	601366.XSHG	利群股份	67.119
1665	601369.XSHG	陕鼓动力	119.2155
1666	601375.XSHG	中原证券	234.4657
1667	601377.XSHG	兴业证券	474.79400000000004
1668	601388.XSHG	怡球资源	52.8629
1669	601390.XSHG	中国中铁	1690.4783
1670	601398.XSHG	工商银行	20707.2031
1671	601500.XSHG	通用股份	69.696
1672	601555.XSHG	东吴证券	325.5
1673	601566.XSHG	九牧王	81.4835
1674	601588.XSHG	北辰实业	122.5595
1675	601595.XSHG	上海电影	55.7636
1676	601598.XSHG	中国外运	444.0482
1677	601599.XSHG	鹿港文化	35.6197
1678	601600.XSHG	中国铝业	740.4863
1679	601601.XSHG	中国太保	3256.8828
1680	601607.XSHG	上海医药	599.1124
1681	601608.XSHG	中信重工	216.1031
1682	601611.XSHG	中国核建	253.05
1683	601618.XSHG	中国中冶	754.3397
1684	601619.XSHG	嘉泽新能	107.8614
1685	601628.XSHG	中国人寿	8185.4585
1686	601633.XSHG	长城汽车	877.1306
1687	601636.XSHG	旗滨集团	126.8814
1688	601666.XSHG	平煤股份	102.9468
1689	601668.XSHG	中国建筑	2732.9805
1690	601669.XSHG	中国电建	917.9421
1691	601677.XSHG	明泰铝业	64.9454
1692	601678.XSHG	滨化股份	118.301
1693	601688.XSHG	华泰证券	1783.9742
1694	601689.XSHG	拓普集团	148.4986
1695	601700.XSHG	风范股份	92.4717
1696	601717.XSHG	郑煤机	114.3431
1697	601718.XSHG	际华集团	213.4332
1698	601727.XSHG	上海电气	988.0838
1699	601766.XSHG	中国中车	2646.0354
1700	601777.XSHG	力帆股份	81.3216
1701	601788.XSHG	光大证券	601.7078
1702	601789.XSHG	宁波建工	46.2662
1703	601799.XSHG	星宇股份	181.9311
1704	601800.XSHG	中国交建	2248.2881
1705	601801.XSHG	皖新传媒	153.1688
1706	601808.XSHG	中海油服	494.3369
1707	601811.XSHG	新华文轩	167.9258
1708	601818.XSHG	光大银行	2188.8035
1709	601828.XSHG	美凯龙	452.27
1710	601838.XSHG	成都银行	334.8557
1711	601857.XSHG	中国石油	13927.8965
1712	601858.XSHG	中国科传	101.3421
1713	601866.XSHG	中远海发	379.7016
1714	601869.XSHG	长飞光纤	342.4973
1715	601872.XSHG	招商轮船	310.6106
1716	601877.XSHG	正泰电器	598.0447
1717	601878.XSHG	浙商证券	372.3333
1718	601880.XSHG	大连港	318.495
1719	601881.XSHG	中国银河	1276.2809
1720	601882.XSHG	海天精工	49.1202
1721	601886.XSHG	江河集团	109.4039
1722	601888.XSHG	中国国旅	1423.5499
1723	601890.XSHG	亚星锚链	72.5306
1724	601898.XSHG	中煤能源	686.7988
1725	601899.XSHG	紫金矿业	810.6989
1726	601900.XSHG	南方传媒	84.302
1727	601901.XSHG	方正证券	631.4022
1728	601908.XSHG	京运通	86.5959
1729	601918.XSHG	新集能源	92.4823
1730	601919.XSHG	中远海控	724.5382
1731	601928.XSHG	凤凰传媒	212.2447
1732	601929.XSHG	吉视传媒	88.9756
1733	601933.XSHG	永辉超市	859.4275
1734	601939.XSHG	建设银行	18425.8086
1735	601949.XSHG	中国出版	123.5655
1736	601952.XSHG	苏垦农发	106.5194
1737	601958.XSHG	金钼股份	231.3475
1738	601966.XSHG	玲珑轮胎	218.2813
1739	601969.XSHG	海南矿业	113.3738
1740	601985.XSHG	中国核电	972.8394
1741	601988.XSHG	中国银行	11451.6855
1742	601989.XSHG	中国重工	1448.2909
1743	601990.XSHG	南京证券	381.0141
1744	601991.XSHG	大唐发电	645.8842
1745	601992.XSHG	金隅集团	448.4664
1746	601997.XSHG	贵阳银行	314.9071
1747	601998.XSHG	中信银行	3112.2532
1748	603000.XSHG	人民网	289.2488
1749	603001.XSHG	奥康国际	48.1176
1750	603003.XSHG	龙宇燃油	37.0297
1751	603008.XSHG	喜临门	52.753
1752	603010.XSHG	万盛股份	41.6305
1753	603013.XSHG	亚普股份	102.15299999999999
1754	603025.XSHG	大豪科技	110.7191
1755	603026.XSHG	石大胜华	77.7683
1756	603027.XSHG	千禾味业	71.9522
1757	603039.XSHG	泛微网络	92.8732
1758	603043.XSHG	广州酒家	113.0381
1759	603055.XSHG	台华新材	66.6429
1760	603056.XSHG	德邦股份	205.632
1761	603058.XSHG	永吉股份	46.3496
1762	603059.XSHG	倍加洁	28.096
1763	603063.XSHG	禾望电气	43.0028
1764	603077.XSHG	和邦生物	180.1575
1765	603079.XSHG	圣达生物	29.736
1766	603081.XSHG	大丰实业	60.0691
1767	603096.XSHG	新经典	78.5869
1768	603098.XSHG	森特股份	64.6576
1769	603103.XSHG	横店影视	114.2466
1770	603105.XSHG	芯能科技	74.6
1771	603108.XSHG	润达医疗	75.5133
1772	603111.XSHG	康尼机电	53.7362
1773	603113.XSHG	金能科技	106.1901
1774	603118.XSHG	共进股份	87.9682
1775	603126.XSHG	中材节能	47.3748
1776	603127.XSHG	昭衍新药	73.8633
1777	603128.XSHG	华贸物流	105.758
1778	603156.XSHG	养元饮品	433.7329
1779	603160.XSHG	汇顶科技	537.1593
1780	603165.XSHG	荣晟环保	34.9383
1781	603168.XSHG	莎普爱思	28.5172
1782	603169.XSHG	兰石重装	70.3455
1783	603180.XSHG	金牌厨柜	48.1275
1784	603198.XSHG	迎驾贡酒	142.48
1785	603218.XSHG	日月股份	94.1923
1786	603222.XSHG	济民制药	94.14399999999999
1787	603225.XSHG	新凤鸣	177.6119
1788	603228.XSHG	景旺电子	249.1559
1789	603233.XSHG	大参林	181.9645
1790	603258.XSHG	电魂网络	45.4554
1791	603259.XSHG	药明康德	1088.2749
1792	603260.XSHG	合盛硅业	381.36400000000003
1793	603277.XSHG	银都股份	44.3172
1794	603288.XSHG	海天味业	2268.3103
1795	603298.XSHG	杭叉集团	92.5187
1796	603299.XSHG	苏盐井神	51.7412
1797	603301.XSHG	振德医疗	35.86
1798	603303.XSHG	得邦照明	58.9152
1799	603305.XSHG	旭升股份	119.3788
1800	603308.XSHG	应流股份	48.754
1801	603313.XSHG	梦百合	67.7954
1802	603323.XSHG	苏农银行	122.9119
1803	603328.XSHG	依顿电子	110.6469
1804	603336.XSHG	宏辉果蔬	31.2212
1805	603337.XSHG	杰克股份	124.1586
1806	603338.XSHG	浙江鼎力	188.4972
1807	603339.XSHG	四方科技	37.2595
1808	603345.XSHG	安井食品	83.7164
1809	603348.XSHG	文灿股份	54.714
1810	603355.XSHG	莱克电气	103.0169
1811	603357.XSHG	设计总院	69.9671
1812	603358.XSHG	华达科技	45.0957
1813	603359.XSHG	东珠生态	63.505
1814	603363.XSHG	傲农生物	86.4661
1815	603367.XSHG	辰欣药业	81.0595
1816	603368.XSHG	柳药股份	87.4632
1817	603369.XSHG	今世缘	318.3921
1818	603377.XSHG	东方时尚	100.0188
1819	603385.XSHG	惠达卫浴	39.5993
1820	603387.XSHG	基蛋生物	77.5115
1821	603393.XSHG	新天然气	71.792
1822	603399.XSHG	吉翔股份	65.1727
1823	603421.XSHG	鼎信通讯	130.5122
1824	603444.XSHG	吉比特	153.1954
1825	603456.XSHG	九洲药业	75.3506
1826	603458.XSHG	勘设股份	47.1479
1827	603466.XSHG	风语筑	52.4052
1828	603486.XSHG	科沃斯	207.6519
1829	603508.XSHG	思维列控	87.1845
1830	603515.XSHG	欧普照明	268.8798
1831	603517.XSHG	绝味食品	185.44299999999998
1832	603533.XSHG	掌阅科技	87.8591
1833	603555.XSHG	贵人鸟	47.0823
1834	603556.XSHG	海兴电力	76.2464
1835	603557.XSHG	起步股份	49.89
1836	603568.XSHG	伟明环保	186.8533
1837	603569.XSHG	长久物流	77.3379
1838	603579.XSHG	荣泰健康	49.966
1839	603587.XSHG	地素时尚	106.7462
1840	603588.XSHG	高能环境	76.4248
1841	603589.XSHG	口子窖	319.14
1842	603595.XSHG	东尼电子	57.1432
1843	603596.XSHG	伯特利	96.829
1844	603599.XSHG	广信股份	84.5251
1845	603603.XSHG	博天环境	70.9574
1846	603605.XSHG	珀莱雅	128.2678
1847	603609.XSHG	禾丰牧业	93.0327
1848	603612.XSHG	索通发展	52.3628
1849	603618.XSHG	杭电股份	47.8762
1850	603619.XSHG	中曼石油	75.56
1851	603626.XSHG	科森科技	40.8928
1852	603630.XSHG	拉芳家化	36.9327
1853	603636.XSHG	南威软件	67.9423
1854	603638.XSHG	艾迪精密	81.0874
1855	603648.XSHG	畅联股份	51.7608
1856	603650.XSHG	彤程新材	136.4765
1857	603658.XSHG	安图生物	261.996
1858	603659.XSHG	璞泰来	223.6508
1859	603660.XSHG	苏州科达	84.2615
1860	603666.XSHG	亿嘉和	62.4646
1861	603669.XSHG	灵康药业	47.4292
1862	603676.XSHG	卫信康	54.567
1863	603678.XSHG	火炬电子	91.2122
1864	603680.XSHG	今创集团	118.0143
1865	603686.XSHG	龙马环卫	42.369
1866	603693.XSHG	江苏新能	100.7958
1867	603699.XSHG	纽威股份	98.025
1868	603707.XSHG	健友股份	181.6929
1869	603708.XSHG	家家悦	121.0716
1870	603711.XSHG	香飘飘	120.3954
1871	603712.XSHG	七一二	168.1416
1872	603716.XSHG	塞力斯	48.8447
1873	603718.XSHG	海利生物	90.5464
1874	603727.XSHG	博迈科	36.6671
1875	603728.XSHG	鸣志电器	57.7408
1876	603730.XSHG	岱美股份	113.2852
1877	603733.XSHG	仙鹤股份	112.7304
1878	603758.XSHG	秦安股份	30.9791
1879	603766.XSHG	隆鑫通用	110.4806
1880	603773.XSHG	沃格光电	44.7815
1881	603777.XSHG	来伊份	40.8567
1882	603779.XSHG	威龙股份	34.8833
1883	603799.XSHG	华友钴业	352.1447
1884	603801.XSHG	志邦家居	58.192
1885	603803.XSHG	瑞斯康达	51.9162
1886	603806.XSHG	福斯特	174.5484
1887	603808.XSHG	歌力思	58.8869
1888	603816.XSHG	顾家家居	230.7857
1889	603817.XSHG	海峡环保	35.955
1890	603833.XSHG	欧派家居	510.9109
1891	603839.XSHG	安正时尚	51.5778
1892	603843.XSHG	正平股份	39.8803
1893	603848.XSHG	好太太	82.0446
1894	603858.XSHG	步长制药	280.9698
1895	603861.XSHG	白云电器	54.3686
1896	603866.XSHG	桃李面包	242.7489
1897	603868.XSHG	飞科电器	190.0087
1898	603876.XSHG	鼎胜新材	83.37700000000001
1899	603877.XSHG	太平鸟	102.4979
1900	603881.XSHG	数据港	79.1805
1901	603882.XSHG	金域医学	146.5231
1902	603883.XSHG	老百姓	164.3564
1903	603885.XSHG	吉祥航空	258.9496
1904	603886.XSHG	元祖股份	52.632
1905	603888.XSHG	新华网	148.131
1906	603896.XSHG	寿仙谷	56.5742
1907	603898.XSHG	好莱客	68.0187
1908	603899.XSHG	晨光文具	321.08
1909	603900.XSHG	莱绅通灵	55.361000000000004
1910	603919.XSHG	金徽酒	56.42
1911	603920.XSHG	世运电路	57.2613
1912	603939.XSHG	益丰药房	217.0026
1913	603959.XSHG	百利科技	64.9779
1914	603979.XSHG	金诚信	56.3573
1915	603980.XSHG	吉华集团	87.05
1916	603986.XSHG	兆易创新	283.0142
1917	603987.XSHG	康德莱	34.7988
1918	603989.XSHG	艾华集团	79.9504
1919	603993.XSHG	洛阳钼业	1047.5632
1920	603996.XSHG	中新科技	32.4762
1921	603997.XSHG	继峰股份	70.7191
1922	603998.XSHG	方盛制药	54.3595
1923	603999.XSHG	读者传媒	39.9168
