	名称	代码	市值（亿元）	涨跌幅	pe	pb	一级行业代码	一级行业名称	二级行业代码	二级行业名称	持有市值（元）	日盈亏	相关指数
895	中航光电	002179.XSHE	410.7283	-0.5%	37.76	5.69	801740	国防军工I	801742	航空装备II	105.22	-0.53	沪深300
896	瑞普生物	300119.XSHE	56.3459	-0.72%	35.73	2.82	801010	农林牧渔I	801018	动物保健II	103.95	-0.75	全指医药
897	福安药业	300194.XSHE	59.1287	-0.6%	-16.27	1.51	801150	医药生物I	801151	化学制药II	103.55	-0.62	中证1000,全指医药
898	亚宝药业	600351.XSHG	42.658	0.0%	14.89	1.47	801150	医药生物I	801155	中药II	102.91	0.0	中证1000,全指医药
899	锐科激光	300747.XSHE	195.84	-0.71%	56.22	8.7	801080	电子I	801082	其他电子II	101.61	-0.72	中证1000,创业板
900	中天科技	600522.XSHG	247.4327	0.0%	12.91	1.23	801770	通信I	801102	通信设备II	100.08	0.0	沪深300
901	新疆交建	002941.XSHE	122.2275	-3.96%	169.95	5.43	801720	建筑装饰I	801723	基础建设II	99.58	-3.94	中证500
902	重庆燃气	600917.XSHG	111.4096	-0.14%	29.67	2.7	801160	公用事业I	801163	燃气II	99.58	-0.14	中证500
903	亨通光电	600487.XSHG	298.4982	-1.28%	18.52	2.28	801770	通信I	801102	通信设备II	99.44	-1.27	沪深300
904	同方股份	600100.XSHG	235.63	-0.25%	-9.05	1.42	801750	计算机I	801101	计算机设备II	99.44	-0.25	沪深300
905	万东医疗	600055.XSHG	55.2714	-3.13%	35.42	2.77	801150	医药生物I	801153	医疗器械II	99.12	-3.1	中证1000,全指医药
906	南京证券	601990.XSHG	251.3703	0.0%	38.22	2.28	801790	非银金融I	801193	证券II	98.85	0.0	证券公司,金融地产
907	三花智控	002050.XSHE	415.4018	-2.8%	31.34	4.63	801110	家用电器I	801111	白色家电II	98.16	-2.75	沪深300
908	北新建材	000786.XSHE	386.2215	-1.88%	93.72	2.86	801710	建筑材料I	801713	其他建材II	97.91	-1.84	沪深300,基本面120
909	航发动力	600893.XSHG	453.3437	0.1%	54.84	1.59	801740	国防军工I	801742	航空装备II	96.88	0.1	沪深300
910	正海生物	300653.XSHE	62.32	-3.85%	62.15	11.12	801150	医药生物I	801153	医疗器械II	96.66	-3.72	全指医药
911	北陆药业	300016.XSHE	39.9215	-0.37%	21.17	3.07	801150	医药生物I	801151	化学制药II	96.6	-0.36	中证1000,全指医药
912	辰欣药业	603367.XSHG	73.4432	-0.68%	13.62	1.65	801150	医药生物I	801153	医疗器械II	96.6	-0.66	中证1000,全指医药
913	振东制药	300158.XSHE	48.347	0.64%	-72.25	0.88	801150	医药生物I	801151	化学制药II	96.6	0.62	中证1000,全指医药
914	白云机场	600004.XSHG	357.1647	-2.78%	45.59	2.25	801170	交通运输I	801174	机场II	96.24	-2.68	沪深300
915	博腾股份	300363.XSHE	67.8434	-0.88%	41.73	2.26	801150	医药生物I	801151	化学制药II	95.99	-0.84	中证1000,全指医药
916	益佰制药	600594.XSHG	37.0622	0.0%	-4.84	1.01	801150	医药生物I	801155	中药II	95.44	0.0	全指医药
917	重药控股	000950.XSHE	94.1861	-0.92%	10.61	1.17	801150	医药生物I	801154	医药商业II	95.34	-0.88	中证1000,全指医药
918	上海建工	600170.XSHG	308.9826	0.0%	8.37	1.19	801720	建筑装饰I	801721	房屋建设II	95.17	0.0	沪深300,300价值
919	本钢板材	000761.XSHE	140.2884	-0.28%	20.08	0.72	801040	钢铁I	801041	钢铁II	95.15	-0.27	基本面120,中证500
920	南山铝业	600219.XSHG	259.3254	-0.46%	19.88	0.67	801050	有色金属I	801055	工业金属II	95.1	-0.44	沪深300,300价值
921	天宇股份	300702.XSHE	90.2631	0.46%	17.06	4.78	801150	医药生物I	801151	化学制药II	94.83	0.44	全指医药
922	西藏药业	600211.XSHG	57.8733	-4.19%	25.89	2.43	801150	医药生物I	801155	中药II	94.68	-3.97	中证1000,全指医药
923	莱茵生物	002166.XSHE	38.8303	0.73%	57.67	2.4	801150	医药生物I	801152	生物制品II	94.68	0.69	中证1000,全指医药
924	烽火通信	600498.XSHG	294.6197	-1.27%	35.4	2.87	801770	通信I	801102	通信设备II	93.67	-1.19	沪深300
925	千金药业	600479.XSHG	35.1964	1.07%	12.68	1.72	801150	医药生物I	801155	中药II	92.4	0.99	全指医药
926	香雪制药	300147.XSHE	42.996	0.31%	75.77	1.23	801150	医药生物I	801155	中药II	92.4	0.29	全指医药
927	荣盛石化	002493.XSHE	762.4823	-0.08%	46.94	3.43	801030	化工I	801032	化学纤维II	92.36	-0.07	沪深300,基本面60,基本面120
928	奥赛康	002755.XSHE	146.7422	-0.51%	18.97	6.33	801150	医药生物I	801151	化学制药II	92.16	-0.47	中证1000,全指医药
929	安信信托	600816.XSHG	208.3742	4.99%	-9.46	1.72	801790	非银金融I	801191	多元金融II	91.6	4.57	沪深300,金融地产
930	恒康医疗	002219.XSHE	42.9004	-0.43%	-3.57	1.68	801150	医药生物I	801156	医疗服务II	90.95	-0.39	中证1000,全指医药
931	和佳股份	300273.XSHE	36.948	-2.37%	39.57	1.44	801150	医药生物I	801153	医疗器械II	90.58	-2.15	全指医药
932	中远海控	601919.XSHG	578.6498	0.64%	23.3	1.88	801170	交通运输I	801176	航运II	90.46	0.58	沪深300
933	鞍钢股份	000898.XSHE	295.3249	0.64%	10.48	0.57	801040	钢铁I	801041	钢铁II	88.66	0.57	沪深300,300价值,基本面60,基本面120
934	莱美药业	300006.XSHE	39.7998	0.2%	53.76	2.3	801150	医药生物I	801151	化学制药II	87.12	0.17	中证1000,全指医药
935	恒力石化	600346.XSHG	999.5522	-0.35%	15.41	3.1	801030	化工I	801032	化学纤维II	86.61	-0.3	沪深300
936	宜华健康	000150.XSHE	43.8849	-0.2%	-170.74	1.82	801150	医药生物I	801156	医疗服务II	85.26	-0.17	中证1000,全指医药
937	交大昂立	600530.XSHG	36.348	-0.86%	-7.33	3.62	801150	医药生物I	801152	生物制品II	85.11	-0.73	全指医药
938	中国巨石	600176.XSHG	318.7099	-1.1%	15.85	2.11	801030	化工I	801034	化学制品II	84.69	-0.93	沪深300
939	汇顶科技	603160.XSHG	891.5947	-1.92%	41.74	15.59	801080	电子I	801081	半导体II	84.05	-1.61	沪深300
940	太安堂	002433.XSHE	33.5847	-0.23%	17.23	0.64	801150	医药生物I	801155	中药II	83.99	-0.19	中证1000,全指医药
941	掌阅科技	603533.XSHG	66.5259	-0.6%	50.2	5.6	801760	传媒I	801752	互联网传媒II	83.5	-0.5	中证1000,中证传媒
942	金螳螂	002081.XSHE	214.648	-1.0%	9.38	1.48	801720	建筑装饰I	801722	装修装饰II	82.34	-0.82	沪深300,基本面120
943	新乳业	002946.XSHE	106.1162	-1.61%	43.13	5.6	801120	食品饮料I	801124	食品加工II	81.71	-1.32	中证500
944	科沃斯	603486.XSHG	107.3636	0.21%	35.94	4.26	801890	机械设备I	801072	通用机械II	81.71	0.17	中证500
945	世纪华通	002602.XSHE	584.3261	-0.31%	96.73	2.44	801760	传媒I	801752	互联网传媒II	81.48	-0.25	沪深300
946	江丰电子	300666.XSHE	80.263	0.33%	173.92	12.44	801080	电子I	801081	半导体II	81.43	0.27	中证1000,创业板
947	渤海租赁	000415.XSHE	211.5106	0.0%	10.99	0.55	801790	非银金融I	801191	多元金融II	80.9	0.0	沪深300,300价值,基本面60,基本面120
948	常山药业	300255.XSHE	47.6833	-0.39%	27.52	1.78	801150	医药生物I	801152	生物制品II	80.82	-0.32	中证1000,全指医药
949	广生堂	300436.XSHE	45.346000000000004	-1.3%	185.28	7.96	801150	医药生物I	801151	化学制药II	80.24	-1.04	全指医药
950	春秋航空	601021.XSHG	374.7644	-0.76%	20.71	2.52	801170	交通运输I	801173	航空运输II	80.2	-0.61	沪深300
951	同济堂	600090.XSHG	57.1546	0.0%	10.68	0.88	801150	医药生物I	801154	医药商业II	79.55	0.0	中证1000,全指医药
952	凯普生物	300639.XSHE	59.1712	-8.49%	42.1	5.7	801150	医药生物I	801153	医疗器械II	79.03	-6.71	全指医药
953	基蛋生物	603387.XSHG	59.1584	-0.7%	22.05	3.99	801150	医药生物I	801153	医疗器械II	77.64	-0.54	中证1000,全指医药
954	横店影视	603103.XSHG	96.4618	0.59%	37.39	4.13	801760	传媒I	801761	文化传媒II	77.57	0.46	中证1000,中证传媒
955	富祥股份	300497.XSHE	46.1555	-0.24%	19.39	3.64	801150	医药生物I	801151	化学制药II	77.03	-0.18	中证1000,全指医药
956	未名医药	002581.XSHE	43.2787	-1.68%	-73.28	1.54	801150	医药生物I	801152	生物制品II	77.03	-1.29	中证1000,全指医药
957	嘉应制药	002198.XSHE	27.0503	-0.75%	68.36	3.36	801150	医药生物I	801155	中药II	76.59	-0.57	全指医药
958	力生制药	002393.XSHE	45.559	0.0%	21.21	0.98	801150	医药生物I	801151	化学制药II	76.39	0.0	中证1000,全指医药
959	圣济堂	600227.XSHG	38.6035	-0.88%	-2.32	1.21	801150	医药生物I	801151	化学制药II	75.78	-0.67	中证1000,全指医药
960	东方网力	300367.XSHE	47.8309	2.25%	-33.13	1.29	801750	计算机I	801222	计算机应用II	75.39	1.7	中证1000,创业板
961	华仁药业	300110.XSHE	47.1703	0.0%	129.42	2.17	801150	医药生物I	801151	化学制药II	74.51	0.0	中证1000,全指医药
962	广汇汽车	600297.XSHG	271.7273	0.3%	11.56	0.72	801880	汽车I	801092	汽车服务II	74.43	0.22	沪深300,300价值
963	江西铜业	600362.XSHG	487.8986	-0.07%	19.77	0.95	801050	有色金属I	801055	工业金属II	74.42	-0.05	沪深300
964	彤程新材	603650.XSHG	96.9809	-1.03%	23.2	4.3	801030	化工I	801034	化学制品II	74.05	-0.76	中证500
965	中国化学	601117.XSHG	309.7924	-1.11%	11.26	0.98	801720	建筑装饰I	801724	专业工程II	73.79	-0.82	沪深300,300价值
966	宁波港	601018.XSHG	479.4917	-0.82%	14.07	1.2	801170	交通运输I	801171	港口II	73.78	-0.6	沪深300
967	景峰医药	000908.XSHE	32.0238	0.55%	-43.97	1.38	801150	医药生物I	801151	化学制药II	73.56	0.4	全指医药
968	兄弟科技	002562.XSHE	41.8542	-0.22%	-121.41	1.92	801030	化工I	801034	化学制品II	73.26	-0.16	中证1000,全指医药
969	广济药业	000952.XSHE	22.9052	-0.44%	15.94	2.34	801150	医药生物I	801151	化学制药II	72.34	-0.32	全指医药
970	华电国际	600027.XSHG	365.9164	0.27%	13.87	0.82	801160	公用事业I	801161	电力II	72.1	0.19	沪深300,300价值
971	大博医疗	002901.XSHE	256.9267	-6.43%	59.65	16.05	801150	医药生物I	801153	医疗器械II	71.99	-4.63	中证1000,全指医药
972	中金黄金	600489.XSHG	275.7459	-1.75%	204.83	2.01	801050	有色金属I	801053	黄金II	71.86	-1.26	沪深300
973	欧派家居	603833.XSHG	421.8508	-1.61%	24.11	4.81	801140	轻工制造I	801142	家用轻工II	70.57	-1.14	沪深300
974	盈康生命	300143.XSHE	47.6531	-1.49%	221.83	2.29	801150	医药生物I	801156	医疗服务II	70.08	-1.04	中证1000,全指医药
975	北大医药	000788.XSHE	39.9908	-2.24%	79.04	3.21	801150	医药生物I	801151	化学制药II	69.91	-1.57	全指医药
976	佐力药业	300181.XSHE	29.3966	-0.62%	87.11	2.22	801150	医药生物I	801155	中药II	68.69	-0.43	全指医药
977	长城汽车	601633.XSHG	831.4942	4.06%	19.81	1.57	801880	汽车I	801094	汽车整车II	68.16	2.77	沪深300,300价值
978	海油工程	600583.XSHG	304.6313	1.02%	-73.27	1.38	801020	采掘I	801024	采掘服务II	68.01	0.69	沪深300
979	东华软件	002065.XSHE	280.3934	1.11%	30.96	2.92	801750	计算机I	801222	计算机应用II	68.01	0.75	沪深300
980	泰合健康	000790.XSHE	25.8255	-0.72%	37.8	2.96	801150	医药生物I	801155	中药II	67.48	-0.49	全指医药
981	中直股份	600038.XSHG	259.7824	1.88%	42.68	3.25	801740	国防军工I	801742	航空装备II	67.36	1.27	沪深300
982	方盛制药	603998.XSHG	34.0144	-3.21%	41.22	3.04	801150	医药生物I	801155	中药II	66.87	-2.15	全指医药
983	理邦仪器	300206.XSHE	40.9532	-1.28%	35.07	3.19	801150	医药生物I	801153	医疗器械II	66.87	-0.86	全指医药
984	广汽集团	601238.XSHG	1208.0496	-0.25%	16.38	1.52	801880	汽车I	801094	汽车整车II	66.68	-0.17	沪深300,300价值
985	扬杰科技	300373.XSHE	68.6482	5.23%	67.94	2.8	801080	电子I	801081	半导体II	65.06	3.4	中证1000,创业板
986	太钢不锈	000825.XSHE	222.7233	0.0%	8.06	0.7	801040	钢铁I	801041	钢铁II	64.94	0.0	基本面60,基本面120
987	古井贡酒	000596.XSHE	566.0464	-4.55%	25.95	6.59	801120	食品饮料I	801123	饮料制造II	64.8	-2.95	沪深300
988	健民集团	600976.XSHG	26.4152	-2.09%	32.29	2.23	801150	医药生物I	801155	中药II	64.44	-1.35	全指医药
989	美康生物	300439.XSHE	46.5902	-1.49%	18.75	2.26	801150	医药生物I	801153	医疗器械II	64.39	-0.96	中证1000,全指医药
990	长久物流	603569.XSHG	57.8764	0.0%	20.59	2.4	801170	交通运输I	801178	物流II	63.84	0.0	中证500
991	鹏鼎控股	002938.XSHE	1149.9368	-1.87%	39.5	6.2	801080	电子I	801083	元件II	63.26	-1.18	沪深300,基本面120
992	美诺华	603538.XSHG	38.4533	-2.02%	24.05	2.96	801150	医药生物I	801151	化学制药II	63.22	-1.28	全指医药
993	科大智能	300222.XSHE	62.8359	-0.23%	36.13	1.38	801890	机械设备I	801072	通用机械II	63.06	-0.15	中证1000,创业板
994	中国卫星	600118.XSHG	239.6905	-0.05%	57.95	4.29	801740	国防军工I	801741	航天装备II	62.87	-0.03	沪深300
995	中航沈飞	600760.XSHG	391.6889	-0.04%	37.27	4.6	801740	国防军工I	801742	航空装备II	62.87	-0.03	沪深300
996	君正集团	601216.XSHG	253.9843	0.66%	10.78	1.37	801030	化工I	801033	化学原料II	62.67	0.41	沪深300,300价值
997	攀钢钒钛	000629.XSHE	237.93599999999998	0.36%	9.7	2.52	801020	采掘I	801022	其他采掘II	62.23	0.22	沪深300
998	永安药业	002365.XSHE	24.1934	-0.24%	25.05	1.5	801150	医药生物I	801151	化学制药II	61.4	-0.15	全指医药
999	大豪科技	603025.XSHG	73.6291	10.06%	29.17	4.21	801730	电气设备I	801732	电气自动化设备II	61.28	6.16	中证500
1000	哈三联	002900.XSHE	34.8577	-0.27%	19.94	1.92	801150	医药生物I	801151	化学制药II	60.79	-0.16	全指医药
1001	一品红	300723.XSHE	51.7752	-0.68%	21.33	3.74	801150	医药生物I	801151	化学制药II	60.0	-0.41	中证1000,全指医药
1002	亚太药业	002370.XSHE	34.1747	-1.73%	71.01	1.37	801150	医药生物I	801151	化学制药II	59.39	-1.03	中证1000,全指医药
1003	石基信息	002153.XSHE	381.8858	0.87%	81.38	4.46	801750	计算机I	801222	计算机应用II	59.02	0.51	沪深300
1004	兖州煤业	600188.XSHG	460.7471	0.0%	4.91	0.9	801020	采掘I	801021	煤炭开采II	57.88	0.0	沪深300,300价值
1005	康德莱	603987.XSHG	31.9725	-0.55%	20.95	2.31	801150	医药生物I	801153	医疗器械II	57.14	-0.31	全指医药
1006	金石亚药	300434.XSHE	27.7605	-1.74%	18.46	1.04	801150	医药生物I	801151	化学制药II	56.53	-0.98	全指医药
1007	迪瑞医疗	300396.XSHE	47.0355	-4.05%	20.49	3.17	801150	医药生物I	801153	医疗器械II	56.53	-2.29	全指医药
1008	康辰药业	603590.XSHG	56.032	-0.43%	18.03	2.1	801150	医药生物I	801152	生物制品II	55.56	-0.24	中证1000,全指医药
1009	金隅集团	601992.XSHG	350.2309	-0.3%	9.04	0.77	801710	建筑材料I	801711	水泥制造II	55.17	-0.17	沪深300
1010	寿仙谷	603896.XSHG	41.1185	-0.24%	39.29	3.83	801150	医药生物I	801155	中药II	54.96	-0.13	中证1000,全指医药
1011	泛海控股	000046.XSHE	219.7993	0.0%	13.67	0.96	801180	房地产I	801181	房地产开发II	54.42	0.0	基本面60,基本面120,金融地产
1012	小商品城	600415.XSHG	205.7535	1.85%	27.59	1.64	801200	商业贸易I	801205	商业物业经营II	53.89	1.0	沪深300
1013	中煤能源	601898.XSHG	633.7641	2.09%	12.35	0.65	801020	采掘I	801021	煤炭开采II	53.89	1.13	沪深300,300价值
1014	太平鸟	603877.XSHG	66.5642	1.22%	13.42	2.1	801130	纺织服装I	801132	服装家纺II	53.62	0.65	中证500
1015	卫光生物	002880.XSHE	52.4772	-0.95%	33.22	3.79	801150	医药生物I	801152	生物制品II	53.49	-0.51	全指医药
1016	赛升药业	300485.XSHE	40.4279	-1.08%	20.25	1.52	801150	医药生物I	801152	生物制品II	53.04	-0.57	中证1000,全指医药
1017	海辰药业	300584.XSHE	32.94	-2.84%	33.48	5.19	801150	医药生物I	801151	化学制药II	52.89	-1.5	全指医药
1018	康芝药业	300086.XSHE	20.475	-0.88%	-67.26	1.33	801150	医药生物I	801151	化学制药II	52.28	-0.46	全指医药
1019	透景生命	300642.XSHE	38.4612	-3.87%	25.84	3.47	801150	医药生物I	801153	医疗器械II	52.28	-2.02	全指医药
1020	中华企业	600675.XSHG	269.4492	-1.36%	7.39	1.83	801180	房地产I	801181	房地产开发II	51.71	-0.7	中证1000,金融地产
1021	尚荣医疗	002551.XSHE	31.3447	-0.68%	59.49	1.34	801150	医药生物I	801153	医疗器械II	51.06	-0.35	全指医药
1022	精华制药	002349.XSHE	36.2704	-0.92%	-23.34	1.79	801150	医药生物I	801155	中药II	50.52	-0.46	中证1000,全指医药
1023	龙津药业	002750.XSHE	51.7446	-0.93%	4490.68	7.97	801150	医药生物I	801155	中药II	50.46	-0.47	全指医药
1024	传化智联	002010.XSHE	226.7439	-1.01%	18.26	1.73	801170	交通运输I	801178	物流II	50.04	-0.51	沪深300
1025	长江健康	002435.XSHE	46.7202	2.38%	13.74	0.86	801150	医药生物I	801151	化学制药II	49.86	1.19	中证1000,全指医药
1026	鹭燕医药	002788.XSHE	25.0025	-1.05%	10.4	1.43	801150	医药生物I	801154	医药商业II	49.85	-0.52	全指医药
1027	金花股份	600080.XSHG	21.8736	-1.37%	48.68	1.22	801150	医药生物I	801152	生物制品II	49.24	-0.67	全指医药
1028	九安医疗	002432.XSHE	20.515	0.0%	-345.1	1.37	801150	医药生物I	801153	医疗器械II	48.63	0.0	全指医药
1029	楚天科技	300358.XSHE	29.6641	0.0%	-1994.99	1.25	801150	医药生物I	801153	医疗器械II	48.63	0.0	全指医药
1030	紫光股份	000938.XSHE	560.5757	-1.06%	31.43	2.03	801750	计算机I	801222	计算机应用II	48.63	-0.52	沪深300,基本面120
1031	韵达股份	002120.XSHE	659.6487	-2.56%	24.68	5.17	801170	交通运输I	801178	物流II	48.12	-1.23	沪深300
1032	乐心医疗	300562.XSHE	25.4328	-2.01%	80.58	4.58	801150	医药生物I	801153	医疗器械II	48.02	-0.97	全指医药
1033	新华制药	000756.XSHE	43.0327	-0.58%	14.53	1.49	801150	医药生物I	801151	化学制药II	48.02	-0.28	全指医药
1034	中天金融	000540.XSHE	215.7618	0.0%	14.6	1.19	801180	房地产I	801181	房地产开发II	47.81	0.0	基本面60,基本面120
1035	五矿资本	600390.XSHG	330.6078	-0.41%	10.3	0.96	801790	非银金融I	801191	多元金融II	47.72	-0.2	沪深300,金融地产
1036	利德曼	300289.XSHE	25.1789	0.67%	-254.02	1.91	801150	医药生物I	801152	生物制品II	47.42	0.32	全指医药
1037	莎普爱思	603168.XSHG	23.7105	-0.27%	-14.35	1.56	801150	医药生物I	801151	化学制药II	47.42	-0.13	全指医药
1038	海特生物	300683.XSHE	29.4355	-0.39%	34.12	1.67	801150	医药生物I	801152	生物制品II	44.98	-0.18	全指医药
1039	吉药控股	300108.XSHE	25.241999999999997	-1.06%	19.84	1.14	801150	医药生物I	801155	中药II	44.98	-0.48	全指医药
1040	中海油服	601808.XSHG	797.8102	-0.54%	32.35	2.19	801020	采掘I	801024	采掘服务II	44.27	-0.24	沪深300
1041	福瑞股份	300049.XSHE	18.8872	0.14%	2086.28	1.4	801150	医药生物I	801153	医疗器械II	43.77	0.06	全指医药
1042	佛慈制药	002644.XSHE	35.0311	0.15%	38.89	2.32	801150	医药生物I	801155	中药II	43.77	0.07	全指医药
1043	神奇制药	600613.XSHG	34.6612	-0.31%	27.99	1.32	801150	医药生物I	801151	化学制药II	42.55	-0.13	全指医药
1044	润都股份	002923.XSHE	30.075	0.68%	24.14	3.3	801150	医药生物I	801151	化学制药II	41.94	0.29	全指医药
1045	赛托生物	300583.XSHE	34.9953	-1.17%	31.64	1.88	801150	医药生物I	801151	化学制药II	41.34	-0.48	全指医药
1046	创新医疗	002173.XSHE	24.8806	-1.83%	-16.18	0.7	801150	医药生物I	801156	医疗服务II	40.12	-0.73	全指医药
1047	奇正藏药	002287.XSHE	115.5729	-1.79%	33.18	5.37	801150	医药生物I	801155	中药II	39.78	-0.71	中证1000,全指医药
1048	英科医疗	300677.XSHE	30.3397	-0.39%	17.21	2.2	801150	医药生物I	801153	医疗器械II	38.91	-0.15	全指医药
1049	蔚蓝生物	603739.XSHG	38.1873	-1.54%	48.4	4.09	801010	农林牧渔I	801018	动物保健II	38.91	-0.6	全指医药
1050	和仁科技	300550.XSHE	31.1565	0.26%	63.03	5.15	801750	计算机I	801222	计算机应用II	38.91	0.1	全指医药
1051	英特集团	000411.XSHE	29.0762	-1.46%	20.44	1.95	801150	医药生物I	801154	医药商业II	38.3	-0.56	全指医药
1052	格力地产	600185.XSHG	99.3029	-1.24%	15.9	1.26	801180	房地产I	801181	房地产开发II	38.07	-0.47	中证1000,金融地产
1053	中油工程	600339.XSHG	179.7773	0.0%	21.39	0.77	801020	采掘I	801024	采掘服务II	38.06	0.0	沪深300,300价值
1054	中航电子	600372.XSHG	232.4328	1.51%	46.66	3.18	801740	国防军工I	801742	航空装备II	37.85	0.57	沪深300
1055	我爱我家	000560.XSHE	105.762	-2.9%	13.73	1.07	801180	房地产I	801181	房地产开发II	37.78	-1.1	中证1000,金融地产
1056	市北高新	600604.XSHG	147.8037	-1.14%	73.31	2.43	801180	房地产I	801182	园区开发II	37.78	-0.43	中证1000,金融地产
1057	万业企业	600641.XSHG	113.2653	-0.64%	17.96	1.81	801180	房地产I	801181	房地产开发II	37.17	-0.24	中证1000,金融地产
1058	人民同泰	600829.XSHG	37.2288	-0.93%	14.04	2.08	801150	医药生物I	801154	医药商业II	36.47	-0.34	全指医药
1059	广州港	601228.XSHG	231.0056	0.27%	31.31	1.76	801170	交通运输I	801171	港口II	35.93	0.1	沪深300
1060	金力永磁	300748.XSHE	166.4859	-2.01%	119.7	14.24	801050	有色金属I	801051	金属非金属新材料II	34.0	-0.68	中证1000,创业板
1061	ST辅仁	600781.XSHG	32.6122	3.08%	4.68	0.55	801150	医药生物I	801151	化学制药II	33.48	1.03	中证1000,全指医药
1062	戴维医疗	300314.XSHE	24.1344	0.12%	76.25	2.99	801150	医药生物I	801153	医疗器械II	33.43	0.04	全指医药
1063	远大控股	000626.XSHE	38.8156	0.7%	42.7	1.46	801200	商业贸易I	801202	贸易II	32.93	0.23	基本面60,基本面120,中证1000
1064	长沙银行	601577.XSHG	293.2272	-0.12%	5.99	0.87	801780	银行I	801192	银行II	32.87	-0.04	沪深300,金融地产
1065	申通快递	002468.XSHE	277.6875	-0.61%	17.98	3.14	801170	交通运输I	801178	物流II	32.08	-0.2	沪深300
1066	北辰实业	601588.XSHG	102.0207	0.33%	7.79	0.71	801180	房地产I	801181	房地产开发II	31.48	0.1	中证1000,金融地产
1067	盘龙药业	002864.XSHE	21.3988	1.9%	27.98	3.24	801150	医药生物I	801155	中药II	31.0	0.59	全指医药
1068	九典制药	300705.XSHE	26.2138	1.16%	40.07	3.52	801150	医药生物I	801151	化学制药II	31.0	0.36	全指医药
1069	爱朋医疗	300753.XSHE	35.4712	-6.08%	37.0	5.47	801150	医药生物I	801153	医疗器械II	30.39	-1.85	全指医药
1070	嘉凯城	000918.XSHE	119.2571	-1.82%	-8.14	3.95	801180	房地产I	801181	房地产开发II	29.74	-0.54	中证1000,金融地产
1071	苏农银行	603323.XSHG	89.0714	0.4%	9.78	0.79	801780	银行I	801192	银行II	28.8	0.12	中证1000,金融地产
1072	美凯龙	601828.XSHG	378.785	0.0%	9.24	0.85	801200	商业贸易I	801205	商业物业经营II	26.94	0.0	沪深300,300价值
1073	振德医疗	603301.XSHG	26.418000000000003	-0.32%	18.86	2.23	801150	医药生物I	801153	医疗器械II	26.75	-0.09	全指医药
1074	华森制药	002907.XSHE	57.14	9.98%	35.03	5.99	801150	医药生物I	801155	中药II	26.52	2.65	中证1000,全指医药
1075	藏格控股	000408.XSHE	172.8607	-0.92%	38.5	2.22	801030	化工I	801034	化学制品II	26.3	-0.24	沪深300
1076	赛隆药业	002898.XSHE	20.304000000000002	1.65%	62.55	3.12	801150	医药生物I	801151	化学制药II	26.14	0.43	全指医药
1077	华锦股份	000059.XSHE	92.4478	-0.69%	10.05	0.67	801030	化工I	801035	石油化工II	25.54	-0.18	基本面120,中证1000
1078	苏州高新	600736.XSHG	60.6731	-0.57%	12.88	0.98	801180	房地产I	801181	房地产开发II	24.09	-0.14	中证1000,金融地产
1079	圆通速递	600233.XSHG	355.8994	-1.84%	17.56	2.97	801170	交通运输I	801178	物流II	23.74	-0.44	沪深300
1080	光启技术	002625.XSHE	204.0395	3.06%	178.15	2.66	801880	汽车I	801093	汽车零部件II	23.74	0.73	沪深300
1081	光明地产	600708.XSHG	72.4307	-0.31%	7.4	0.63	801180	房地产I	801181	房地产开发II	23.48	-0.07	中证1000,金融地产
1082	华联股份	000882.XSHE	59.6743	-0.46%	-98.83	0.74	801200	商业贸易I	801205	商业物业经营II	23.19	-0.11	中证1000,金融地产
1083	昂利康	002940.XSHE	25.857	-1.5%	25.88	2.74	801150	医药生物I	801151	化学制药II	22.49	-0.34	全指医药
1084	光大嘉宝	600622.XSHG	54.8885	-1.37%	7.32	0.88	801180	房地产I	801181	房地产开发II	22.31	-0.31	中证1000,金融地产
1085	卫信康	603676.XSHG	41.9193	0.81%	78.44	4.56	801150	医药生物I	801151	化学制药II	22.09	0.18	中证1000,全指医药
1086	新华联	000620.XSHE	97.4899	0.78%	9.34	1.34	801180	房地产I	801181	房地产开发II	22.02	0.17	中证1000,金融地产
1087	仁东控股	002647.XSHE	95.0772	0.06%	131.12	9.44	801790	非银金融I	801191	多元金融II	21.98	0.01	中证1000,金融地产
1088	明德生物	002932.XSHE	22.4791	-0.5%	38.63	3.67	801150	医药生物I	801153	医疗器械II	21.88	-0.11	全指医药
1089	神州数码	000034.XSHE	111.7806	-3.45%	16.48	2.66	801750	计算机I	801222	计算机应用II	20.68	-0.71	基本面120,中证1000
1090	新光药业	300519.XSHE	20.592	0.39%	22.63	2.66	801150	医药生物I	801155	中药II	20.67	0.08	全指医药
1091	经纬纺机	000666.XSHE	73.5816	0.0%	11.78	0.85	801790	非银金融I	801191	多元金融II	20.56	0.0	中证1000,金融地产
1092	安道麦A	000553.XSHE	238.2943	0.51%	40.57	1.03	801030	化工I	801034	化学制品II	20.53	0.1	沪深300
1093	合盛硅业	603260.XSHG	258.5128	-0.94%	18.21	3.13	801050	有色金属I	801051	金属非金属新材料II	19.89	-0.19	沪深300
1094	青岛港	601298.XSHG	424.5179	-0.31%	11.49	1.44	801170	交通运输I	801171	港口II	17.32	-0.05	沪深300
1095	中国重汽	000951.XSHE	129.6528	-1.86%	13.05	1.97	801880	汽车I	801094	汽车整车II	17.29	-0.32	基本面120,中证1000
1096	江苏国泰	002091.XSHE	85.9945	6.55%	8.21	1.04	801200	商业贸易I	801202	贸易II	16.92	1.11	基本面120,中证1000
